title,doi,volume,date,year,month,abstract,issn,githubs-scraped
Duplicating nodes or arcs in green vehicle routing: A computational comparison of two formulations,10.1016/j.tre.2018.11.003,122,2019-02-01,2019,2,"This study addresses a family of green vehicle routing problems. A unified framework incorporating several key modeling aspects such as mixed fleets, refueling at customer and non-customer locations, and refueling policies into two competing formulations, namely node- and arc-duplicating is provided. Additionally, both formulations are strengthened via (i) two label setting algorithms to tighten the bounds of common variables, and (ii) improved lower bound on the number of routes. Through computational experiments based on two testbeds from the literature, the study concludes that the less common arc-duplicating formulation outperforms the more common node-duplicating formulation.",1366-5545,Not found
Quantity discount pricing for rail transport in a dry port system,10.1016/j.tre.2019.01.004,122,2019-02-01,2019,2,A dry port is an inland intermodal terminal connected to a seaport via railways. This paper studies a rail transportation pricing problem with quantity discounts in a dry port system consisting of one dry port and multiple shippers. This problem is modeled as a Stackelberg game where the dry port is the leader and the shippers are followers. An all-units quantity discount pricing scheme with a single breakpoint is adopted. Optimal properties are analyzed and the global optimal solution is derived. Numerical studies are conducted to examine the effectiveness of quantity discount pricing under various scenarios.,1366-5545,Not found
Impacts of the Belt and Road Initiative on the China-Europe trading route selections,10.1016/j.tre.2019.01.006,122,2019-02-01,2019,2,"This paper investigates the potential of Belt and Road economic corridors to serve as China-Europe trading route alternatives. By constructing a new Route Utility Function considering cost, environmental impact, mode reliability & security, transit time, and infrastructure reliability, we demonstrate the remarkable advantages of the corridors over the traditional ocean route and their heterogeneous impacts on different regions of China. The importance of considering infrastructure reliability for trading route selections is highlighted. More importantly, the analyses of this study could generate insightful implications for proper logistics planning under the development of other economic cooperation and trading agreements throughout the world.",1366-5545,Not found
A matheuristic algorithm for the multi-depot inventory routing problem,10.1016/j.tre.2019.01.005,122,2019-02-01,2019,2,"In this paper we solve a practical Multi-Depot Inventory Routing Problem ( MDIRP ). One minimizes routing costs by determining how to serve the customers from different depots, managing their inventory levels to avoid stock-outs. The MDIRP optimizes the trade-off between inventory and routing decisions in an integrated way. We formulate this problem as a mixed-integer linear programming model and design a three-phase matheuristic to solve the problem. The solutions of our matheuristic are compared with those from a branch-and-cut algorithm on classical IRP instances, new instances and a real case study, showing to be very effective.",1366-5545,Not found
Optimization of lignocellulosic biomass-to-biofuel supply chains with mobile pelleting,10.1016/j.tre.2018.12.015,122,2019-02-01,2019,2,"Mobile pelleting machines (MPMs) provide an as-yet-unexplored opportunity to reduce logistic costs associated with biomass-to-biofuel supply chains. We develop an optimization model to minimize the overall cost of producing ethanol from lignocellulosic biomass. We present results from a case study that considers multiple biomass types (switchgrass and corn stover) and forms (round and rectangular bales) and the potential for mobile pelleting. Our analyses offer insight into conditions under which mobile densification is economically viable. Results indicate that MPM utilization is sensitive to changes in biomass densification costs, transportation distances, satellite storage location fixed cost, and the number of MPMs.",1366-5545,Not found
Government contracting with monopoly in infrastructure provision: Regulation or deregulation?,10.1016/j.tre.2019.01.002,122,2019-02-01,2019,2,"This study contributes to the body of knowledge by characterizing the optimal contracts for infrastructure provision that involve the choices of investment timing, price, quality, subsidy/tax, and franchise fee in regulation and deregulation regimes; and comparing the two regimes in terms of social welfare under demand uncertainty and information asymmetry. The results suggest that regulation under information symmetry dominates regulation under information asymmetry and deregulation. Whether deregulation dominates regulation under information asymmetry depends on the interplay of shadow cost of public funds, the demand volatility, the government’s imperfect information on the firm’s cost structure, and the franchise fee.",1366-5545,Not found
O2O results in traffic congestion reduction and sustainability improvement: Analysis of “Online-to-Store” channel and uniform pricing strategy,10.1016/j.tre.2018.12.012,122,2019-02-01,2019,2,"This paper examines the effects of two O2O business models, (1) the uniform pricing and (2) the online-to-store channel, on traffic congestion control. We show that uniform pricing always reduces the online demand size and increases the retail price if the online logistics cost is low. Therefore, it can be a win-win-win solution for channel coordination, traffic congestion reduction and supply chain sustainability improvement. We also show that, an online-to-store channel might result in a high retail price and low online demand size, which benefits the retailer when the logistics cost is high.",1366-5545,Not found
A Benders decomposition algorithm for the order fulfilment problem of an e-tailer with a self-owned logistics system,10.1016/j.tre.2018.12.007,122,2019-02-01,2019,2,"This paper studies an order fulfilment problem in an e-tailing environment, where the e-tailer fulfills orders by assigning orders to its fulfilment centers and routing the shipments from the fulfilment centers to its delivery stations. We develop a mixed integer program for the problem, analyze its computational complexity, and propose a Benders decomposition algorithm for solving the problem. Computational performance of the proposed algorithm is evaluated on problem instances generated based on the logistics network of JD.com in Shanghai. Computational results show that the Benders decomposition algorithm is able to achieve satisfactory performance within reasonable computation time.",1366-5545,Not found
The impact of a supplier's environmental management concerns on a buyer's environmental reputation: The moderating role of relationship criticality and firm size,10.1016/j.tre.2019.01.001,122,2019-02-01,2019,2,"This study analyzes the impact of a supplier’s environmental management concerns (SEMC) on a buyer’s environmental reputation. Data is drawn from Newsweek US 500 Green Rankings, Bloomberg’s Supply Chain Analysis (SPLC) database, and the Kinder, Lydenberg, and Domini (KLD) dataset. A significant negative impact on a buyer’s reputation from higher levels of SEMC is found. Greater relationship criticality with a supplier enhances this impact, while the impact is reduced for firms with greater size. In sum, the study contributes to the transportation and logistics literature regarding the key managerial issue of green supply chain.",1366-5545,Not found
"Pricing decisions for service platform with provider's threshold participating quantity, value-added service and matching ability",10.1016/j.tre.2018.12.020,122,2019-02-01,2019,2,"Affected by the online supply-demand matching, traditional pricing decisions cannot be applied to recent ‘online-to-offline’ (O2O) platforms, which should consider more about the features of the demander side, provider side and platform matching. Models with a profit-maximizing platform that considers the pricing decision effects of the provider’s threshold participating quantity, value-added service (VAS) and matching ability are developed in this study. Specifically, the main conclusions are divided into two parts: low-demand state and high-demand state. In the low-demand state, we show that the threshold participating quantity significantly affects pricing decisions when the basic demand is relatively low. There are two different critical values that make the pricing decisions into three cases. Second, regardless of the platform’s capital and the basic demand, the VAS always benefits the platform. Third, when the basic demand is relatively low and the threshold participating quantity is relatively high, the platform will not benefit from a higher matching ability, which is counter-intuitive. In the high-demand state, we show that the threshold participating quantity will not affect the pricing decisions. Second, developing the VAS still contributes to the improvement of platform’s profit. Third, different from the low-demand state, the platform’s profit always increases with the matching ability.",1366-5545,Not found
Overbooking and delivery-delay-allowed strategies for container slot allocation,10.1016/j.tre.2018.12.019,122,2019-02-01,2019,2,"Due to uncontrollable markets and unreliable factors in liner container shipping industry, the deviation between the actual and estimated shipment demand of containers always exists, resulting in a waste of shipping capacity or unfulfilled shipping requirements. To tackle such a slot allocation problem, this paper proposes overbooking (OB) and delivery-postponed (DP) strategies to maximize profits. Then, two corresponding multi-period models are developed and solution algorithms are presented. Finally, several numerical experiments are carried on to show the applicability of the proposed models and solution algorithms. The results indicate that the OB and DP strategies can promote the profit.",1366-5545,Not found
Dynamic spillover effects among derivative markets in tanker shipping,10.1016/j.tre.2018.12.018,122,2019-02-01,2019,2,"This paper examines the dynamic spillover effects among derivative markets in tanker shipping. Results indicate that dynamic cross-market interactions have significant impact on the direction and magnitude of risk exposures. While crude oil futures are the main information transmitter to the other two derivative markets, bunker futures also serve in a buffering role, as simultaneous transmitter and receiver. The response of the dirty and clean tanker forward freight agreements (FFAs) to oil shocks varies according to market conditions. Our results provide market participants with useful early warning signs of sharp market shocks and crises.",1366-5545,Not found
Three-echelon supply chain model considering carbon emission and item deterioration,10.1016/j.tre.2018.12.014,122,2019-02-01,2019,2,"This study considers an integrated three-echelon supply chain with carbon emissions from transportation and warehousing, as well as disposing of the deteriorated items. It is assumed that transportation and emission reduction policies affect fuel consumption, which in turns affects costs and carbon emissions. The proposed model simultaneously optimizes the number of deliveries and the delivery size from a supplier to a third-party logistics service provider (3PL), and from the 3PL to the buyer in a three-echelon supply chain model considering deterioration and carbon emission. A numerical example and sensitivity analysis are presented to illustrate the proposed model. The result shows the benefit of supply chain integration in terms of total supply chain cost and carbon emission reduction.",1366-5545,Not found
Extended consumer responsibility: Syncretic value-oriented pricing strategies for trade-in-for-upgrade programs,10.1016/j.tre.2018.12.016,122,2019-02-01,2019,2,"Nowadays, consumers play a central role in shaping the right retailing strategy. Motivated by the popularity of trade-in-for-upgrade (TIFU) programs in consumer electronics industries, this study adopts a multi-methodological approach to comprehensively explore TIFU-related behavioral pricing and market competition challenges. Grounded upon consumer psychology and behavior theories, this study develops a generalized consumer choice behavior model which takes into account the potential effect of reference dependence choice behavior. A behavior-grounded analytical model is established. Both analytical and quantitative empirical analyses using multiple empirical data sources are conducted. One distinctive feature of the proposed model is the conceptualization of vendor-buyer collaborative value orientation (termed as syncretic value orientation in this paper) in business objective functions, where we advocate that the extended consumer responsibility (ECR) should be incorporated into the modeling and analysis. In particular, this study derives a generalized form of the analytical model to determine the syncretic value-oriented prices and trade-in rebates under TIFU market competition. The results further reveal that involving the syncretic value in business objectives favors not only a price-leading firm’s expansion of market share but also gaining additional profits with a low-price-low-rebate strategy. Utilizing a low-price-high-rebate strategy, a price follower can seize the opportunity to lead in market share when the price leader solely sets profit maximization as its goal in a competitive market.",1366-5545,Not found
Airport congestion delays and airline networks,10.1016/j.tre.2018.12.008,122,2019-02-01,2019,2,"This paper investigates the role of airport congestion delays in the network choice of a monopoly airline. By comparing a hub-and-spoke network (HS), a point-to-point network (PP) and a mixed network (MX), we find the following. First, the optimal total flight frequency may be higher under HS than PP. Moreover, because of the inclusion of congestion delays, the optimal aircraft size is smaller under HS than PP, and the airline may choose PP even when the extra travel time disutility of one-stop services is relatively low. Finally, welfare analysis shows the airline’s inefficient bias towards PP.",1366-5545,Not found
The location-allocation model for multi-classification-yard location problem,10.1016/j.tre.2018.12.013,122,2019-02-01,2019,2,"This paper proposes a bi-level programming model for the multi-classification-yard location (MCYL) problem. The upper-level is intended to find an optimal establishment or improvement strategy for candidate nodes with a budget constraint, which is involved with the selection of potential yard locations and the determination of yard size and capacity. The lower-level aims to obtain the least costly plan of railcar reclassification considering yard classification capacity and tracks, on the basis of the strategy given by the upper-level. A simulated annealing (SA) algorithm is then applied to solve the MCYL problem of a large-scale China railway network.",1366-5545,Not found
Order consolidation for the last-mile split delivery in online retailing,10.1016/j.tre.2018.12.011,122,2019-02-01,2019,2,"This paper addresses the last-mile split delivery problem emerging in online retailing, in which multiple shipments are delivered to the same customer multiple times. We propose an innovative order consolidation approach which consolidates same customers’ shipments in the delivery station and delivers them in fewer trips. An integer programming model is formulated to make a cost tradeoff between splitting and consolidating shipments, which is solved by a new three-phase heuristic algorithm. Numerical experiments are conducted to demonstrate the superiority of the order consolidation approach over the First-In-First-Out approach on various parameters and generate managerial insights for applying it in practice.",1366-5545,Not found
Evolution in inter-firm governance along the transport biofuel value chain in Maritime Silk Road countries,10.1016/j.tre.2018.12.006,122,2019-02-01,2019,2,"We investigate how value chain governance can evolve in the transport biofuel sector beyond logistics and operations optimization, drawing on cases of eighteen manufacturers in four Belt and Road countries. We find that key motivations for vertical integration include control of strategic factors such as security of supply and gaining access to the retail market, subject to inter-institutional and intra-organizational barriers. We contribute to a theory of governance mode selection by suggesting plural governance mode offers a key strategic choice under institutional constraints. In BRI countries, plural mode could be less disruptive when integrating value chains.",1366-5545,Not found
Green flexible vs. inflexible capacity strategies for duopoly,10.1016/j.tre.2018.12.004,122,2019-02-01,2019,2,"This paper investigates green capacity strategies and production volume portfolio for two homogenous firms under emission constraint and demand uncertainty. Each firm utilizes either inflexible capacity or flexible capacity which can postpone production after demand is observed. Results indicate that as the green product becomes more advantaged, flexible capacity advantage weakens and firms prefer inflexible capacity. Firms choose different capacity types when capacity investment costs are close; otherwise, they adopt the cost-advantaged type. A prisoner’s dilemma arises when inflexible capacity is relatively cost-advantaged, which is mitigated by Nash negotiation.",1366-5545,Not found
Port integration in a region with multiport gateways in the context of industrial transformation and upgrading of the port,10.1016/j.tre.2018.12.009,122,2019-02-01,2019,2,"Port integration in a region with multiport gateways (R-MPG) is studied in the case when port supply surpasses shipping demand. First, the feasible paths for ports with overcapacity to transform and upgrade their industry are analyzed. Second, a method for determining the optimal scale of port clusters is put forth based on a continuous approximation approach. Then, a multi-period integration decision model and port integration method is proposed. Finally, two typical R-MPGs in China are used for empirical studies.",1366-5545,Not found
Ship routing and scheduling problem for steel plants cluster alongside the Yangtze River,10.1016/j.tre.2018.12.001,122,2019-02-01,2019,2,"This paper aims to provide an optimal shipping schedule for steel-manufacturing plants cluster alongside the Yangtze River by developing a mixed integer programming formulation. The model takes into account the multi-layer shipping network on the Yangtze River, the dynamic iron ore price and transportation costs, and the timely demands of steel plants over multiple periods. By applying the proposed model to a real-world case, several interesting findings are observed, leading to further useful managerial insights. We also propose an exact solution approach based on a dynamic programming algorithm to a special case of this problem motivated by real-world practice.",1366-5545,Not found
A synchronized production-warehouse management solution for reengineering the online-offline integrated order fulfillment,10.1016/j.tre.2018.12.010,122,2019-02-01,2019,2,"To improve efficiency in handling online-offline integrated orders, this study aims to reengineer the fulfillment process of production and warehousing in manufacturing enterprises. A two-stage synchronized production-warehouse decision mechanism is proposed based on the postponement strategy. First of all, a decision is made to optimally sequence and assign products of the online and offline orders to production machines to minimize each order’s longest processing time. Then, the optimization objective is to minimize the mean warehouse space occupation time of all customer orders by dynamically sequencing all original products and sub-products. The ant colony optimization for production decisions and genetic algorithm for warehousing decisions are also integrated. Results of the case study show that the proposed solution can provide a more flexible and efficient way to deal with dynamic and discrete online orders compared with traditional offline orders, even in the case of online-offline order pattern variations.",1366-5545,Not found
Modeling the productivity and stability of a terminal operation system with quay crane double cycling,10.1016/j.tre.2018.12.003,122,2019-02-01,2019,2,"This paper focuses on the overall handling efficiency and the system’s stability of container terminals with double cycling. A closed queuing network is used to model terminal operations, and theoretical upper and lower bounds of the system performance is obtained to show the maximum service availability of the terminals. The generally distributed service time indicates the impact of variations in service time on the system’s stability. Finally, real-world data is used to demonstrate the validity and applicability of the proposed model, and the analysis results provide policies to improve the terminal productivity.",1366-5545,Not found
Data analytics in managing aircraft routing and maintenance staffing with price competition by a Stackelberg-Nash game model,10.1016/j.tre.2018.12.002,122,2019-02-01,2019,2,"This study develops a Stackelberg-Nash game model (SNGM) to capture the interdependence between aircraft routing of airlines and maintenance staffing of maintenance providers, and to consider the price competition among maintenance providers. The SNGM’s overall Nash equilibrium is obtained using an iterative game algorithm. The SNGM effectiveness is demonstrated with a case study, in which a neural network-based algorithm is developed to forecast accurate non-propagated delays, and a multiple linear regression algorithm is adopted to predict demand-price relationship for each maintenance provider. The results reveal cost savings of about 26% and 22% for the airline and the maintenance providers, respectively.",1366-5545,Not found
Forecasting the demand of the aviation industry using hybrid time series SARIMA-SVR approach,10.1016/j.tre.2018.12.005,122,2019-02-01,2019,2,"In this study, a novel SARIMA-SVR model is proposed to forecast statistical indicators in the aviation industry that can be used for later capacity management and planning purpose. First, the time series is analysed by SARIMA. Then, Gaussian White Noise is reversely calculated. Next, four hybrid models are proposed and applied to forecast the future statistical indicators in the aviation industry. The results of empirical study suggest that one of the proposed models, namely SARIMA_SVR3, can achieve better accuracy than other methods, and prove that incorporating Gaussian White Noise is able to increase forecasting accuracy.",1366-5545,Not found
Capital allocation and ownership concentration in the shipping industry,10.1016/j.tre.2018.09.010,122,2019-02-01,2019,2,"We measure the sensitivity of investment to changes in investment opportunities in the shipping industry, and test whether this relation is moderated by ownership concentration. For a sample of 126 globally listed shipping firms, we find that investment in commercial shipping follows freight rates, a measure of the potential income stream from owning a vessel. Ownership concentration, measured as the ownership stake of the largest shareholder, reinforces the positive effect of freight rates on investment, indicating a higher relative efficiency of capital allocation. The positive impact ownership has on the investment-freight rate sensitivity also translates into higher firm value. An analysis of investor identity shows that our results are driven by the group of firms where the largest owner is a financial investor, who is usually more focused on shareholder value maximization.",1366-5545,Not found
"“Preorder-online, pickup-in-store” strategy for a dual-channel retailer",10.1016/j.tre.2018.11.001,122,2019-02-01,2019,2,"This paper studies the “preorder-online, pickup-in-store” (POPU) strategy for a dual-channel retailer. Under a monopoly case, we find that the POPU strategy decreases the retailer’s market share and reduces his profits. Under a competition case, when the operational cost of POPU mode is low, the POPU strategy can improve the retailer’s market share and profits simultaneously. Also, we find that not all products are suited for the POPU mode under a competition case. The retailer should choose products with high value and a low degree of customer acceptance of the online channel for POPU.",1366-5545,Not found
Modeling the effects of airline slot hoarding behavior under the grandfather rights with use-it-or-lose-it rule,10.1016/j.tre.2018.11.006,122,2019-02-01,2019,2,"The prevalent airport slot policy, based on the grandfather rights and use-it-or-lose-it rule, may induce the so-called slot hoarding behavior, i.e., airline intentionally operates excessive or even unprofitable flights. This paper develops a vertical-structured model to explore the effects of such slot policy on airline’s service decisions (flight frequency, aircraft size and airfare) and airline profit, and the resultant implications for a profit-maximizing airport or a welfare-maximizing airport. The effects of airline competition on slot hoarding behavior are also examined with an oligopoly competition model in which the carriers provide horizontally differentiated flight services. Analytical solutions are derived and compared with the “no slot policy” scenario. We find that the claimed negative effects of the slot policy on airport congestion may be overstated since an airline chooses to hoard slots if and only if the demand/capacity ratio is significantly low. When the airline has to hoard slots by operating excessive flights, it would use smaller aircraft, charge a higher airfare and serve more passengers. For a private airport, the slot policy may increase the airport’s profit by allowing the airport to transfer some of the negative effects of weak travel demand to airlines. For a public airport, the slot policy does not decrease social welfare unless passengers’ valuation toward frequency benefit is low. Finally, for airlines with equal access to airport slots, as the substitutability among airlines and/or the number of competing airlines increases, the incentive of slot hoarding decreases. Hence, regulators may expect a much milder negative effect of slot hoarding in a competitive aviation market.",1366-5545,Not found
Modelling the delay propagation effects of multiple resource connections in an airline network using a Bayesian network model,10.1016/j.tre.2018.11.004,122,2019-02-01,2019,2,"We developed an airline network delay propagation model using a Bayesian Network in a delay-tree framework, accounting for multiple connecting sources of an airline including aircraft, crew connections, and passenger connections. A case study was conducted to examine the heterogeneous delay propagation effects in a flight network. Results showed that the model was able to identify weak links in a flight network based on past operational data. Two new delay multiplier metrics were developed and test results showed that the Expected Delay Multiplier could better account for historical flight delay profiles by inferring posterior probability distributions based on new observations.",1366-5545,Not found
Robot-storage zone assignment strategies in mobile fulfillment systems,10.1016/j.tre.2018.11.005,122,2019-02-01,2019,2,"The robotic mobile fulfillment system (MFS) is widely used for automating storage pick and pack activities in e-commerce distribution centers. In this system, the items are stored on movable storage shelves, also known as inventory pods, and brought to the order pick stations by robotic drive units. We develop stylized performance evaluation models to analyze both order picking and replenishment processes in a mobile fulfillment system storage zone, based on multi-class closed queueing network models. To analyze robot assignment strategies for multiple storage zones, we develop a two-stage stochastic model. For a single storage zone, we compare dedicated and pooled robot systems for pod retrieval and replenishment. For multiple storage zones, we also analyze the effect of assigning robots to least congested zones on system throughput in comparison to random zone assignment. The models are validated using detailed simulations. For single zones, the expected throughput time for order picking reduces to one-third of its initial value by using pooled robots instead of dedicated robots; however, the expected replenishment time estimate increases up to three times. For multiple zones, we find that robots that are assigned to storage zones with dedicated and shortest queues provide a greater throughput than robots assigned at random to the zones.",1366-5545,Not found
Crude oil contango arbitrage and the floating storage decision,10.1016/j.tre.2018.11.007,122,2019-02-01,2019,2,"We investigate charterers’ ability and willingness to exploit floating storage arbitrage opportunities. Using time-series and fixtures data on time-charter rates, we find that arbitrage opportunities were present during the Financial Crisis and the recent Oil Glut. An investigation of storage profits across storage horizons suggests that positive oil supply shocks favour longer storage horizons than negative oil demand shocks. Evidence from spatial ship-tracking data suggests charterers are reluctant to exploit the arbitrage opportunity when the implied value of transportation from Forward Freight Agreements (FFAs) exceeds the storage profit. Our findings are of interest to maritime economists and oil market participants.",1366-5545,Not found
Reliable service systems design under the risk of network access failures,10.1016/j.tre.2018.11.002,122,2019-02-01,2019,2,"In service systems with natural or anthropogenic barriers (e.g., rivers, railroads), customers who intend to visit facilities for service must first pass through certain network access points (e.g., bridges, railway crossings). Possible blockage or disruptions of these access points could change the customer-facility assignments or even affect reachability of various facilities, and thus introduce facility reliability and correlation issues. This paper incorporates network access points and their probabilistic failures into a joint optimization framework. A layer of network access points are added and connected to facilities to imply the real-world connections between facilities and access points. The access points are assumed to be subject to disruptions with site-dependent probabilities. We then develop a compact mixed-integer mathematical model to optimize the facility location and customer assignment decisions for the service systems design. Lagrangian relaxation based algorithms are designed to effectively solve the proposed model. Multiple case studies are constructed to test the model and the algorithm, and to demonstrate their performance and applicability.",1366-5545,Not found
Efficiency and robustness of weighted air transport networks,10.1016/j.tre.2018.11.008,122,2019-02-01,2019,2,"This paper proposes a novel efficiency metric for weighted air transport networks (ATNs), where the weight represents the connection strength between two airports concerning the number of routes, the frequency of flights, or the number of passenger seats. This metric is further used to assess and compare the weighted efficiency and robustness of eight domestic ATNs, with the data of routes being operated by all the airlines. Furthermore, the critical airports in these ATNs are identified. It is found that the link weight has a significant impact on the assessment of efficiency and robustness and ranking of critical airports.",1366-5545,Not found
A rolling horizon heuristic for the stochastic cargo mix problem,10.1016/j.tre.2018.10.010,123,2019-03-01,2019,3,"This paper presents the stochastic cargo-mix problem, which aims at analysing the cargo composition needed for a liner vessel to maximise its revenue on a given service. The unreliability with respect to the demand forecast is included by considering the cargo-flows as being stochastic instead of deterministic. We also take into account accepted bookings, draft, stability and capacity constraints. A compact formulation of the problem is shown to be too complex to solve industrially sized instances. Instead, a rolling horizon matheuristic is presented, and the computational results show that it can achieve high-quality results in reasonable time.",1366-5545,Not found
