title,doi,volume,date,year,month,abstract,issn,githubs-scraped
The roles of initial trust and perceived risk in public's acceptance of automated vehicles,10.1016/j.trc.2018.11.018,98,2019-01-01,2019,1,"The purpose of this study was to explore factors affecting users’ acceptance of automated vehicles (AVs, Level 3). A theoretical acceptance model was proposed by extending the Technology Acceptance Model (TAM) with new constructs: initial trust and two types of perceived risk (i.e., perceived safety risk [PSR] and perceived privacy risk [PPR]). It was hypothesized that initial trust was built upon perception factors (i.e., perceived usefulness [PU], perceived ease of use [PEOU], PSR, and PPR) and was a key determinant of AV acceptance. The validity of the model was confirmed with a structure equation modeling analysis based on data collected from 216 survey samples. Results revealed that initial trust was the most critical factor in promoting a positive attitude towards AVs, which, together with PU, determined users’ intention to use AVs. Initial trust could be enhanced by improving PU and reducing PSR associated with AVs. Theoretically, these findings suggest that initial trust offers another and probably more important pathway for other factors to impact consumers’ adoption of systems with uncertainty. Practically, the findings provide guidance for designing interventions aimed at improving public’s acceptance towards AVs.",0968-090X,Not found
Data-driven stochastic transit assignment modeling using an automatic fare collection system,10.1016/j.trc.2018.09.011,98,2019-01-01,2019,1,"In modern urban transit networks, buses and subways are not distinguished as different modes of transportation; this makes it challenging to analyze travel behaviors with multiple modes for the purpose of developing policies and plans. With the introduction of Automatic Fare Collection (AFC) systems, these modes are operated along a complex of links and nodes that constitute a multimodal transit network. Methods for analyzing travel behaviors in mass transit have been developed, but previous approaches fail to adequately reflect travel behaviors and network features (e.g., transfers, mode and route preferences). To overcome such limitations, this research proposes a smart card data-based analytical method with which travel behaviors can be efficiently and accurately examined. AFC systems provide a tremendous amount of data that contain detailed trip information, and using these data reinforces the reliability of the proposed data-driven method. The proposed method of analysis involves four core processes: establishing a scheme for how multiple transit modes can be integrated into one multimodal transit network on the basis of information derived from the AFC system, selecting feasible paths, assigning trips using a stochastic approach, and verifying analytical results by comparing them with findings from trip datasets. This method was used to analyze monthly smart card data collected from the AFC system in 2009 in the greater Seoul area. Multimodal transit networks were constructed from 34,852 bus stops and 539 subway stations using smart card data, and in total, 3,614,875 trips were used in the analysis. The final model for stochastic transit assignment was developed using the proposed method, which was verified by comparing actual and assigned trips. The proposed method exhibits high accuracy (83.93%) and a high R-square value (0.981), which supports the strength of the proposed stochastic transit assignment model. The findings reveal new interesting research directions for exploration, such as developing more disaggregated models (e.g., for specific regions, times, and users), considering detailed transfer features (e.g., transferable boundaries, transfer facilities, and transfer times), confirming the method’s applicability by testing it in other cities, and incorporating both multimodal transit and road networks into the proposed model.",0968-090X,Not found
Assessment of airport arrival congestion and delay: Prediction and reliability,10.1016/j.trc.2018.11.015,98,2019-01-01,2019,1,"Air traffic networks are highly dependent on airport arrival processes, which are common triggers for capacity constraints and delay propagation. Arrival Manager tools aim to improve arrival flows at airports. To do so they need reliable, accurate assessments of potential congestion and delay issues. This paper sets out a methodology for predicting and evaluating the operational state of the airport arrival system. This methodology is structured in two steps: the prediction stage and the reliability stage. The prediction model is based on a Bayesian Network approach, which reflects the stochastic and time-varying nature of airport operations. It also provides insights into the interdependencies between factors contributing to airport performance. The reliability model uses a Multi-State System structure, as the airport arrival system has a large number of performance levels. It is developed via a Markov process technique. By combining these prediction and reliability models we can assess the characteristics of the airport arrival system: stationary state, availability, performance and degradation. The methodology is applied to a case study at a busy European airport, using real data from peak traffic months. Results for the scenarios analyzed show that the factors that have a greatest impact on delay and congestion are the level of saturation at arrival processes, the time frame of the day (which determines the arrival declared capacity) and the meteorological conditions. Moreover, arrival states of congestion reduce the airport’s ability to maintain optimal performance rates. The model represents an evolution from the traditional corrective and binary vision of performance analysis towards a predictive and multi-state approach. The results can be applied to derive operational strategies and draw conclusions regarding arrival performance and management.",0968-090X,Not found
ProbDetect: A choice probability-based taxi trip anomaly detection model considering traffic variability,10.1016/j.trc.2018.11.016,98,2019-01-01,2019,1,"Taxi service is an essential complement to public transport systems due to its convenience and availability. It often provides hundreds of millions of rides for urban travelers every year in cities across the world. At the same time, the number of trip-induced passenger complaints about trip anomalies (trips with anomalous trip length, time, fare, etc.) is also considerable. Hence, the taxi regulators impose harsh penalties on verified trip anomalies. The existing anomaly verification process is labor-intensive, and it does not consider the traffic variability as well as the passengers’ perception of trip anomalies. Quite often the imprecise and unfair outputs are generated as a result. To tackle this issue, we propose a choice probability-based taxi trip anomaly detection model (ProbDetect) that considers the taxi drivers’ route choice behavior as well as the traffic variability. We first generate a route choice set for each OD pair based on the massive taxi GPS trajectory data. Second, we assign each route with a choice probability derived from a cumulative multivariate probability over differences of generalized costs. Third, we distinguish the unintentional anomalies from the intentional anomalies using the expected and the realized choice probability. Lastly, the model is tested on 5000 OD pairs using 180 days of taxi GPS data in Shanghai, China. Three types of anomalies are detected as a result. Insights into the driver’s route choice behavior are derived as well.",0968-090X,Not found
Congestion pricing in a world of self-driving vehicles: An analysis of different strategies in alternative future scenarios,10.1016/j.trc.2018.11.002,98,2019-01-01,2019,1,"The introduction of autonomous (self-driving) and shared autonomous vehicles (AVs and SAVs) will affect travel destinations and distances, mode choice, and congestion. From a traffic perspective, although some congestion reduction may be achieved (thanks to fewer crashes and tighter headways), car-trip frequencies and vehicle miles traveled (VMT) are likely to rise significantly, reducing the benefits of driverless vehicles. Congestion pricing (CP) and road tolls are key tools for moderating demand and incentivizing more socially and environmentally optimal travel choices. This work develops multiple CP and tolling strategies in alternative future scenarios, and investigates their effects on the Austin, Texas network conditions and traveler welfare, using the agent-based simulation model MATSim. Results suggest that, while all pricing strategies reduce congestion, their social welfare impacts differ in meaningful ways. More complex and advanced strategies perform better in terms of traffic conditions and traveler welfare, depending on the development of the mobility landscape of autonomous driving. The possibility to refund users by reinvesting toll revenues as traveler budgets plays a salient role in the overall efficiency of each CP strategy as well as in the public acceptability.",0968-090X,Not found
An artificial neural network based approach to investigate travellers’ decision rules,10.1016/j.trc.2018.11.014,98,2019-01-01,2019,1,"This study develops a novel Artificial Neural Network (ANN) based approach to investigate decision rule heterogeneity amongst travellers. This complements earlier work on decision rule heterogeneity based on Latent Class discrete choice models. We train our ANN to recognise the choice patterns of four distinct decision rules: Random Utility Maximisation, Random Regret Minimisation, Lexicographic, and Random. Next, we apply our trained ANN to classify the respondents from a recent Value-of-Time Stated Choice experiment in terms of their most likely employed decision rule. We cross-validate our findings by comparing our results with those from: (1) single class discrete choice models estimated on subsets of the data, and (2) latent class discrete choice models. The cross-validations provide strong support for the notion that ANNs can be used to identify underlying decision rules in choice data. As such, we believe that ANNs provide a valuable addition to the toolbox of analysts who wish to investigate decision rule heterogeneity. The substantive contribution of this study is that we provide strong empirical evidence for the presence of decision rule heterogeneity amongst travellers.",0968-090X,https://github.com/alvarogutyerrez/randregret
Dynamic origin-destination matrix calibration for large-scale network simulators,10.1016/j.trc.2018.09.023,98,2019-01-01,2019,1,"This paper considers offline dynamic OD (origin-destination) calibration problems for large-scale simulation-based network models. We formulate the problem as a simulation-based optimization (SO) problem and propose a scalable and efficient metamodel SO algorithm. For a network with n links and a problem with T time intervals and Z OD pairs per time interval, the corresponding SO problem is a high-dimensional problem of dimension T · Z . At each iteration of the SO algorithm, we solve a set of T independent analytical and differentiable metamodel optimization problems, each of dimension Z. The T analytical problems are constrained by n nonlinear equality constraints. Hence, they scale linearly with the number of links in the network and independently of other network attributes, such as the dimension of the route choice set or the link lengths. The temporal correlation, of the link performance metrics across time intervals, is approximately captured through the parameters of the metamodel. Since the T analytical optimization problems are decoupled and can be solved independently, the proposed approach scales independently of the number of calibration time intervals, making it suitable for the calibration of demand over numerous time periods. The approach is efficient and scalable. It is suitable to address high-dimensional calibration problems for large-scale network models. It is benchmarked on both a toy network and a Singapore network versus two general-purpose algorithms: SPSA and a derivative-free pattern search algorithm. The validation experiments indicate that the proposed method identifies points with objective function estimates that outperform the benchmark methods by 1 to 2 orders of magnitude. As the problem dimension and the temporal correlation, across time intervals, increase, so does the magnitude by which the proposed method outperforms the benchmark methods. The Singapore case study considers a problem of dimension 16,200. This is 2 orders of magnitude higher than what is currently considered high-dimensional for continuous SO problems. The proposed method identifies solutions with an estimated objective function that is 1 order of magnitude better than those of the benchmark methods. It yields solutions that provide an average, across time intervals, improvement to link counts of 77%, compared to the benchmark methods. The case study also illustrates the robustness of the method to the quality of the initial points.",0968-090X,Not found
WRAP: An open-source kinematic aircraft performance model,10.1016/j.trc.2018.11.009,98,2019-01-01,2019,1,"Open access to flight data from Automatic Dependent Surveillance-Broadcast (ADS-B) has provided researchers with more insights for air traffic management than aircraft tracking alone. With large quantities of trajectory data collected from a wide range of different aircraft types, it is possible to extract accurate aircraft performance parameters. In this paper, a set of more than thirty parameters from seven distinct flight phases are extracted for common commercial aircraft types. It uses various data mining methods, as well as a maximum likelihood estimation approach to generate parametric models for these performance parameters. All parametric models combined can be used to describe a complete flight that includes takeoff, initial climb, climb, cruise, descent, final approach, and landing. Both analytical results and summaries are shown. When available, optimal parameters from these models are also compared with the Base of Aircraft Data and the Eurocontrol aircraft performance database. This research presents a comprehensive set of methods for extracting different aircraft performance parameters. It also provides the first set of open parametric performance data for common aircraft types. All model data are published as open data under a flexible open-source license.",0968-090X,https://github.com/junzis/wrap
Characterization of bicycle following and overtaking maneuvers on cycling paths,10.1016/j.trc.2018.11.012,98,2019-01-01,2019,1,"A better understanding of cyclist behavior during various interactions is needed to enhance bicycle microsimulation models. This study aims to characterize cyclist maneuvers in following and overtaking interactions using multivariate finite mixture model-based clustering. Several variables that potentially affect cyclist state and future decisions are extracted from video data using computer vision techniques, including the longitudinal distance, lateral distance and speed difference between interacting cyclists. Observations of cyclists in following interactions are clustered into constrained and unconstrained states. Observations of overtaking cyclists are clustered into initiation, merging and post-overtaking states. Multivariate distributions within each cluster are examined, along with state transitions for each type of interaction. These characterizations are a key step toward development of agent-based bicycle traffic microsimulation models, which can be used to enhance bicycle facility planning and design, safety modeling, and energy modeling.",0968-090X,Not found
A multi-objective optimization model for urban planning: The case of a very large floating structure,10.1016/j.trc.2018.11.013,98,2019-01-01,2019,1,"This paper develops an optimization model for planning an artificial island composed of Very Large Floating Structures (VLFSs). The optimization model addresses the geometric shape of the island (the array of floating platforms), the land-use layout, and the transportation network. The model developed in this paper considers the specific properties related to an artificial island made of multiple floating modules. The model is formulated as a bi-level optimization problem. In the upper level problem, the decision-maker is required to decide the land-use layout and the road network structure. The user behavior pattern is obtained by solving the lower level problem, which is dependent on the decisions taken at the upper level. Given the complexity of the problem, the paper develops modifications to the genetic algorithm to find the Pareto front in a reasonable amount of time. A test case illustrates the feasibility of the proposed planning method. The transportation model execution is the most time-consuming task, which highlights the need to prune irrelevant scenarios. The Pareto front shows a substitution pattern between different land-use configurations, in accordance with the different objective functions.",0968-090X,Not found
"Modeling competing free-floating carsharing operators – A case study for Zurich, Switzerland",10.1016/j.trc.2018.11.011,98,2019-01-01,2019,1,"A considerable amount of research has been devoted to understanding and modeling carsharing services in the past. However, a research question that has not been investigated yet is how carsharing companies affect each other in a competitive market. This paper presents a methodology, based on the MATSim framework, for investigating the interaction of carsharing competitors and uses it to analyze the possible competition of two free-floating carsharing companies in the city of Zurich, Switzerland. It further provides a first attempt to allow agents to make mode-choice decisions based on a discrete choice model that includes carsharing alternatives on a whole plan level. Relocation capabilities are added to the carsharing module that allow for testing of various relocation algorithms. The paper investigates the competition of carsharing operators on two levels. First, by investigating the impact of different price levels, and second, by allowing one or both of the competitors to perform relocations. The obtained results show that (1) with fixed market rate, operators can obtain the highest profit by offering the service at 0.41 CHF/min, (2) offering different pricing schemes can lead to a higher cumulative payoff, although one of the competitors is left with a reduced profit and (3) performing relocations is unprofitable for the company tasked with the burden of doing it, whilst a competitor may enjoy a free-rider effect with an increasing number of rentals and higher profit.",0968-090X,https://github.com/matsim-eth/discrete-mode-choice
Joint optimization of vehicle trajectories and intersection controllers with connected automated vehicles: Combined dynamic programming and shooting heuristic approach,10.1016/j.trc.2018.11.010,98,2019-01-01,2019,1,"Connected and automated vehicle (CAV) technologies offer promising solutions to challenges that face today’s transportation systems. Vehicular trajectory control and intersection controller optimization based on CAV technologies are two approaches that have significant potential to mitigate congestion, lessen the risk of crashes, reduce fuel consumption, and decrease emissions at intersections. These two approaches should be integrated into a single process such that both aspects can be optimized simultaneously to achieve maximum benefits. This paper proposes an efficient DP-SH (dynamic programming with shooting heuristic as a subroutine) algorithm for the integrated optimization problem that can simultaneously optimize the trajectories of CAVs and intersection controllers (i.e., signal timing and phasing of traffic signals), and develops a two-step approach (DP-SH and trajectory optimization) to effectively obtain near-optimal intersection and trajectory control plans. Also, the proposed DP-SH algorithm can also consider mixed traffic stream scenarios with different levels of CAV market penetration. Numerical experiments are conducted, and the results prove the efficiency and sound performance of the proposed optimization framework. The proposed DP-SH algorithm, compared to the adaptive signal control, can reduce the average travel time by up to 35.72% and save the consumption by up to 31.5%. In mixed traffic scenarios, system performance improves with increasing market penetration rates. Even with low levels of penetration, there are significant benefits in fuel consumption savings. The computational efficiency, as evidenced in the case studies, indicates the applicability of DP-SH for real-time implementation.",0968-090X,Not found
A Bayesian tensor decomposition approach for spatiotemporal traffic data imputation,10.1016/j.trc.2018.11.003,98,2019-01-01,2019,1,"The missing data problem is inevitable when collecting traffic data from intelligent transportation systems. Previous studies have shown the advantages of tensor completion-based approaches in solving multi-dimensional data imputation problems. In this paper, we extend the Bayesian probabilistic matrix factorization model by Salakhutdinov and Mnih (2008) to higher-order tensors and apply it for spatiotemporal traffic data imputation tasks. In doing so, we care about not only the model configuration but also the representation of data (i.e., matrix, third-order tensor and fourth-order tensor). Using a nine-week spatiotemporal traffic speed data set (road segment  ×  day  ×  time of day) collected in Guangzhou, China, we evaluate the performance of this fully Bayesian model and explore how different data representations affect imputation performance through extensive experiments. The results show the proposed model can produce accurate imputations even under temporally correlated data corruption. Our experiments also show that data representation is a crucial factor for model performance, and a third-order tensor structure outperforms the matrix and fourth-order tensor representations in preserving information in our data set. We hope this work could give insights to practitioners when performing spatiotemporal data imputation tasks.",0968-090X,https://github.com/mcgill-smart-transport/bgcp_imputation
A fractionally owned autonomous vehicle fleet sizing problem with time slot demand substitution effects,10.1016/j.trc.2018.11.006,98,2019-01-01,2019,1,"We study an autonomous transport service for population where users buy future time slots in which they are guaranteed service. A bilevel fleet sizing-vehicle routing-time slot pricing model, sensitive to users’ activity scheduling decisions in the lower level is developed. Upper level model is solved using Bender’s decomposition and the results are sent to lower level finding an equilibrium using the values of willingness to pay by population under different pricing mechanisms. The values of willingness to pay and the reservation of vehicles among users depends on the fleet size and routing/scheduling results obtained from the upper level model, where spatial temporal distribution of the demand for ride by users impacts the solution to fleet sizing problem. Numerical models are used to explain the methods, to test scalability of the proposed solution algorithms, and to illustrate the potential application of the proposed formulation in simultaneous assessment and modeling of population behavior and optimum fleet sizing model.",0968-090X,Not found
Understanding the linkage between electric vehicle charging network coverage and charging opportunity using GPS travel data,10.1016/j.trc.2018.11.008,98,2019-01-01,2019,1,"Using GPS travel survey data from three metropolitan areas, this paper estimates the relationship between plug-in electric vehicle (PEV) public charging infrastructure coverage and charging opportunity. The former is defined as the percentage of public areas with charging stations installed and the latter represents the drivers probability of accessing a public charger at their trip stops (stop-based) or during at least one stop of their travel day (trip chain-based). Understanding this relationship is important to PEV manufacturers and electric vehicle supply equipment (EVSE) providers, as well as government agencies, for evaluating different levels of EVSE deployment and estimating the impact of its availability on PEV adoption. Heuristic procedures are developed to estimate stop- and trip chain-based charging opportunities. Charging opportunity reflects the visibility of EVSE as the incremental security that charging stations enable, while evaluating the potential of a driver to access EVSE at travel stops or during the day, for different levels of EVSE deployment on the transportation network. The metrics proposed do not assess the probability of completing trips with electric vehicles of a given range. The analysis results indicate that drivers’ trip destinations concentrate in a few popular places and EVSE deployment in these areas could achieve relatively high levels of charging opportunity. This finding is also robust to regional variations.",0968-090X,Not found
