title,doi,volume,date,year,month,abstract,issn,githubs-scraped
"Working together to develop interventions for young drivers, pre-crash, pre-offence, and pre-licence: A pilot multi-agency collaboration",10.1016/j.trf.2018.09.023,60,2019-01-01,2019,1,"Background Young drivers persist as a major public health problem due to their over-involvement in road crashes in which they and other road users are injured. In 2013 a multi-agency collaborative working group was created in the Sunshine Coast region of Queensland, Australia, to improve road safety more generally, and to improve young driver road safety specifically. Funding for a four-stage project was generated, with the aim of elucidating how to identify high risk young drivers (HRYD) – pre-offence, pre-crash – so that early intervention may prevent problematic on-road behaviour. This manuscript summarises the findings of the four-stage pilot project. Method Stage 1 was a comprehensive literature review of profiling problematic youth (e.g., HRYD). Stage 2 operationalised focus groups with stakeholders. Stage 3 was the development of the HRYD model through the integration of the findings of Stages 1 and 2. Stage 4 was a two-step cluster analysis of de-identified police records of n = 2973 Sunshine Coast youth aged 17–25 years with offence data from the age of 14 years. Results The HRYD model comprised on-road (e.g., offences) and off-road (e.g., community behaviour) behaviours/characteristics. Cluster analysis identified four groups: cluster 1 (21.4% of sample) and 3 (23.8%) comprised non-injury and injury crashers, cluster 2 (40.1%) comprised HRYD, cluster 4 (14.7%) comprised substance users. Discussion and implications The multi-agency collaboration developed a HRYD model and tested it in a real-world sample of youth with road and non-road offences detected by police from the age of 14 years. The largest gains in the short-term relate to ‘picking the low hanging fruit’, with technology such as automated number plate recognition able to identify problematic youth, for example, through the detection of expired vehicle registration. Premised on the notion that ‘prevention is better than the cure’, the next project will test the veracity and robustness of the model in two populations in Queensland (one larger rural region, one large city region). The findings will inform the development, application, and evaluation of multi-agency interventions targeting young drivers more generally (e.g., non/injury crashers), potential substance-affected drivers (e.g., users of illicit drugs, alcohol), and potential HRYD before they offend, before they crash, and indeed before licensure.",1369-8478,Not found
Effectiveness and user acceptance of infotainment-lockouts: A driving simulator study,10.1016/j.trf.2018.12.001,60,2019-01-01,2019,1,"Lockout is a system-initiated distraction mitigation strategy that renders certain features of in-vehicle information systems (IVISs) non operable while the vehicle is in motion. The aim of this driving simulator study was to examine the influence of lockouts on driving performance and user acceptance. Overall, 52 participants performed six tasks with fully unlocked, partially locked, and completely locked IVIS. Within a repeated-measures design, we assessed user acceptance. As participants were free to decide where to conduct a secondary task, we could only analyse driving performance of 26 drivers. After each driving section, the participants rated the respective system with respect to acceptance. Driving performance with regard to lateral control was better when the system employed partial or complete lockouts as compared to the unlocked system. In contrast, longitudinal control did not benefit from a lockout. User acceptance decreased with an increasing number of disabled system functions while driving. Thus, lockout as a distraction mitigation strategy comes at the price of reduced user acceptance. To improve acceptance, one could attempt to make the secondary tasks less attractive (e.g., by public campaigns) rather than prohibit them through lockout. In addition, human-machine interfaces in the vehicle could be improved in order to reduce their demands on attentional resources.",1369-8478,Not found
The generation and development of road rage incidents caused by aberrant overtaking: An analysis of cases in China,10.1016/j.trf.2018.12.002,60,2019-01-01,2019,1,"Based on 32 cases that occurred in China, this paper analyzes the generation and development of road rage incidents caused by aberrant overtaking. Those cases caused by aberrant overtaking can be categorized into five development modes: harmful behavior caused by verbal abuse or discourteous acts (for example, honking or blocking); struggles caused by verbal abuse and disputes; repeated overtaking and cutting off the other car followed by a dispute or struggle; extreme irritation leading to immediate harm; and being forbearing and conciliatory in the face of provocation from others. The factors influencing the generation and development of the modes of each incident and the resulting injuries are analyzed. Moreover, controllable factors and strategies that can be used to prevent such incidents are discussed. Most of the offenders are males, and females are usually victims of the incidents. Additionally, most of the incidents develop through the exchange of verbal abuse. Road rage caused by aberrant overtaking is a momentary incident and does not last long; therefore, injury can be avoided if drivers can keep calm and be forbearing and conciliatory when confronting provocation from others.",1369-8478,Not found
"Non-driving-related tasks, workload, and takeover performance in highly automated driving contexts",10.1016/j.trf.2018.11.015,60,2019-01-01,2019,1,"This study investigates the influence of non-driving-related task (NDRT) on takeover performance in a highly automated driving (HAD) context and the effect of workload on driver’s takeover performance. A driving simulator was used to evaluate how well a driver resumes control of a vehicle after being in a HAD situation during which they performed a NDRT. For both the visual performance and takeover capability, there was a significant difference based on the task carried out; however, the reaction times when reaching for the steering wheel did not differ among the tasks. The result on workload demonstrate that NDRT type has significant effect while a positive correlation between the performance dimension and takeover was found. In addition, takeover performance for interaction with the entertainment console exhibits a significantly positive correlation, whereas watching a video or interacting with a smartphone exhibits mostly a significantly negative correlation with workload dimensions. These results provide implication on the effect of tasks desired and enabled to be performed by drivers in HAD and its influence on the transition of control.",1369-8478,Not found
"Automated driving reduces perceived workload, but monitoring causes higher cognitive load than manual driving",10.1016/j.trf.2018.11.006,60,2019-01-01,2019,1,"Driver mental workload is an important factor in the operational safety of automated driving. In this study, workload was evaluated subjectively (NASA R-TLX) and objectively (auditory detection-response task) on Dutch public highways (∼150 km) comparing manual and supervised automated driving in a Tesla Model S with moderators automation experience and traffic complexity. Participants (N = 16) were either automation-inexperienced drivers or automation-experienced Tesla owners. Complexity ranged from an engaging environment with a road geometry stimulating continuous traffic interaction, and a monotonic environment with lower traffic density and a simple road geometry. Perceived and objective workload increased with traffic complexity. When using the automation, automation-experienced drivers perceived a lower workload, while automation-inexperienced drivers perceived their workload to be similar to manual driving. However, the detection-response task indicated an increase in cognitive load with automation, in particular in complex traffic. This indicates that drivers under-estimate the actual task load of attentive monitoring. The findings also highlight the relevance of using system-experienced participants and the importance of incorporating both objective and subjective measures when examining workload.",1369-8478,Not found
Differences in facial affect recognition between non-offending and offending drivers,10.1016/j.trf.2018.11.009,60,2019-01-01,2019,1,"It is assumed that emotion recognition is a complex process related to prosocial and antisocial behaviour (Marsh & Blair, 2008). The present study focuses on the connection between recognizing emotions and safe/unsafe driving. We studied whether there are differences in response time in facial emotion recognition. Fifty-one non-offenders and 41 offenders completed a Pictures of Facial Affect test (Ekman & Friesen, 1976) wherein photographs of prototypical facial emotional expressions were presented. Results show differences between the groups in response time to all emotions whether answers were correct or incorrect. Data show that non-offenders are faster in recognizing emotions than are offenders. These findings demonstrate that offenders exhibit specific deficits in response time for facial affect expressions.",1369-8478,Not found
An eye-tracking study on the road examining the effects of handsfree phoning on visual attention,10.1016/j.trf.2018.11.013,60,2019-01-01,2019,1,"One well documented source of distraction in traffic is phoning. The negative effect of phoning is not only attributed to the effects of operating the device, but it is also caused by the division of attention between driving and the conversation. Therefore, one could argue that handsfree phoning is not per se safer than handheld phoning. Indeed, a number of studies has indicated that handsfree phoning and handheld phoning produce the same performance deficits. In the present study, we examine the effects of handsfree phoning on eye-movement patterns while driving in traffic. Thirty participants made two consecutive trips of about 14 km on a three-lane highway. During one of these two trips, they received a phone call on a handsfree device in the vehicle. The analysis of the eye-tracking variables indicate that road signs, other vehicles, and the speedometer are fixated less. At the same time, the visual scan pattern suggests a wider spatial distribution of eye fixations during a handsfree phone call. Taken together, these findings seem to suggest that during handsfree phoning, the gaze behavior is determined to a lesser degree by the driving task; drivers seem to fixate less on traffic related information. However, future research is needed to provide further evidence to confirm this conclusion and to investigate if (or under which conditions) these differences will actually result in less safer driving when phoning handsfree.",1369-8478,Not found
Behavioural culpability for traffic accidents,10.1016/j.trf.2018.11.004,60,2019-01-01,2019,1,"This study presents a description of the concept of behavioural culpability, a step-by-step manual for using it, and an empirical test of a suspected mis-classification of culpability. Behavioural culpability is defined as whether the driver’s actions contributed to a crash and that non-culpable crashes are not caused by any specific behaviour and can only be predicted from exposure. Drivers with non-culpable crashes are therefore a random sample of the population. However, if the criteria for culpability and/or the individual judgements are not reflective of the principle of behavioural culpability, no fault drivers will not be a random sample of the driving population. To test the predictions from the definition of randomness in a sample assumed to have sub-optimal coding, the categorization of crash involvement undertaken by a British bus company was tested for associations between at fault and no fault crashes, age and experience. As predicted from the low percentage of at fault accidents in the sample, correlations between the variables indicated that a fair percentage of at fault crashes had been coded as no fault of the bus driver, suggesting a too lenient criterion. These results show that within fleet-based companies, culpability for a crash is probably allocated for legal reasons, which means that the predictability of accident involvement taking into account individual differences is not fully utilized. The aim of behavioural culpability coding is to increase effect sizes in individual differences in safety research and to improve our capability of predicting accident involvement.",1369-8478,Not found
Factors related to the intention to buy an e-bike: A survey study from Norway,10.1016/j.trf.2018.11.008,60,2019-01-01,2019,1,"The electric bicycle (e-bike) is a newly emerging transport option that brings several environmental and individual benefits. In order to promote e-bike use, it is important to understand which factors influence the intention to buy an e-bike among the non-users. The main aim of the present study is to examine the role of perceived benefits, barriers, social norms, familiarity with e-bikes and demographic variables for predicting the intention to buy an e-bike in a Norwegian sample. In addition, the study also aims to compare perceived benefits and barriers of e-bike use between e-bike users and non-users. A commercial panel (response rate 42.04%) and a Facebook post were used to collect data from 910 respondents (252 e-bike users, 658 non-users) via an online survey. A hierarchical multiple regression analysis was conducted to investigate the predictors of intentions to buy an e-bike. Results showed that increasing age, higher perceived benefits, both subjective and descriptive norm in favor of e-bikes, and familiarity with e-bikes were positively, whereas perceived barriers related to usability and safety were negatively related with the intention to buy an e-bike. In addition, compared to e-bike users, non-users had lower scores on the benefits related to mobility, symbolic and health aspects of e-bikes and higher scores on the barriers related to usability and safety of e-bikes. Environmental factors, such as poor weather and road conditions, appeared as the strongest barrier against e-bike use for both e-bike users and non-users.",1369-8478,Not found
"The effects of age, interface modality, and system design on drivers’ attentional demand when making phone calls while driving on a limited-access highway",10.1016/j.trf.2018.10.020,60,2019-01-01,2019,1,"In-vehicle information systems that allow drivers to use a single voice command to complete a task rather than multiple commands better keep drivers’ attention toward the road, especially compared with when drivers complete the task manually. However, single voice commands are longer and more complex and may be difficult for older drivers to use. The current study examined the glance behavior, workload, and driving performance of drivers age 20–66 years when they placed a call using their hands or voice with the Chevrolet MyLink or Volvo Sensus information system during highway driving. In general, as age increased, drivers took longer to complete phone calls, reported greater workload when using voice commands, and made significantly more off-road glances lasting longer than two seconds when placing calls relative to younger drivers. Both the voice-command systems of MyLink and Sensus increased the proportion of time that drivers were looking at the road when calling compared with manual phone calling, but the relative increase was greater when using MyLink’s single-voice-command system compared with the multiple-command system of Sensus, and this advantage grew as drivers aged. The findings indicate that placing calls while driving using voice commands helps drivers of all ages keep their attention toward the road better than doing so manually, and that, contrary to expectation, using a single-command system like MyLink’s worked better than a multiple-command system like Sensus for older drivers as well as younger ones.",1369-8478,Not found
Bus drivers who leave; were they more crash-involved?,10.1016/j.trf.2018.11.014,60,2019-01-01,2019,1,"Turnover is usually considered to be a safety problem for companies, but can also be an advantage, if those who leave are less safe than those who stay. This problem has rarely been investigated for bus drivers, where the financial and human costs of crashes are high. This study tested whether bus drivers who left their jobs had more crashes than those who remained, using company records. Several analyses were run, using crashes per number of days worked, the absolute number of crashes in a specific time period, as well as the ratio of culpable to non-culpable crashes. Drivers who left the company, except those who retired, had forty percent more crashes than those who stayed, but were also less experienced, which explained part of the difference. Results were similar regardless of analysis performed. Turnover may be a problem for bus companies due to the costs of recruitment and training, but this study suggests that there are benefits for turnover too. Fleet-based companies would probably gain more by improving driver selection methods than trying to retain drivers with a high crash rate, as a natural selection process seems to lead to the safest drivers staying with the company.",1369-8478,Not found
Pedestrian violations: Reasoned or social reactive? Comparing theory of planned behavior and prototype willingness model,10.1016/j.trf.2018.11.012,60,2019-01-01,2019,1,"Pedestrians hold high responsibility in accidents because of their unsafe traffic behaviors. Pedestrian violations are an important traffic safety problem, especially in low and middle-income countries. The problem would be better understood and solved by theory-based research on pedestrian violations. The theory of planned behavior (TPB) and the prototype willingness model (PWM) are two leading decision-making frameworks that are applied to a wide range of behaviors. These theories address the reasoned and social reactive components in decision-making. The current study aimed to compare the TPB and the PWM in pedestrian violations using structural equation modeling (SEM). The results revealed that the TPB, the PWM, and the integrative model of the TPB and the PWM were relevant models in understanding pedestrian violations and violation intentions. However, the explanatory power of the PWM and integrative models were higher than the TPB. These findings indicate that pedestrian violations happen mostly in a social reactive way (through willingness) rather than deliberate (intentional) way. Prototype perceptions, willingness, and perceived behavioral control were the most important predictors of pedestrian violations. The findings are discussed in relation to the efficacy of the TPB and the PWM, as well as the theoretical contributions and applied implications for practitioners.",1369-8478,Not found
Pedestrian smartphone distraction: Prevalence and potential severity,10.1016/j.trf.2018.11.011,60,2019-01-01,2019,1,"To better understand the incidence and potential severity of pedestrian smartphone distraction in a city location, a non-invasive observational study was conducted in Melbourne, Australia. Video recordings of pedestrians crossing roads at eight city sites were undertaken during daytime conditions. Data were analysed both for pedestrian use of different smartphone functions such as hand-held calls, and for ‘critical events’ such as crossing the road at a prohibited time. The results found that, on average, 20% of pedestrians were using their smartphones when crossing roads, significantly more critical events occurred with smartphone users compared to non-smartphone users, and that the pattern of critical events was different for smartphone and non-smartphone users. The implications of these findings are discussed in terms of further research and potential countermeasures to minimise the occurrence, or impact, of pedestrian distraction.",1369-8478,Not found
“You're a great driver/Your driving scares me”: Reactions of older drivers to family comments,10.1016/j.trf.2018.10.022,60,2019-01-01,2019,1,"Background and objectives Age related changes often compromise the ability to drive safely. Some elders report that they listen to others’ advice, but there have been no studies that have examined how much influence families have on their driving decisions. This study fills this gap by exploring older drivers’ perceptions of how family members affect their driving decisions. Research design and methods A quasi-experimental ranking task was used to examine the expected influence that 48 hypothetical statements, drawn from related literature, have on a convenience sample of 37 adults, age 70–96 years. Analysis was conducted by gender and by habit strength for driving. Results Four domains of influence were identified from the literature, representing family aims to influence the elder to: (1) continue driving, (2) modify driving, (3) reduce driving, and (4) stop driving. Statements aimed at supporting the driver to continued driving (62%) and to reduce driving (62%) were found to have the most influence, with slightly less support for statements aimed to influence them to stop driving (58%) or modify their driving (52%). Women rated statements supporting them to continue driving as having the highest influence on them, whereas men reported that they were more influenced by statements encouraging them to reduce their driving. In addition, participants with high habit strength for driving were less likely to rate family statements as having a high influence on them. Discussion and implications This study contributes new understanding of the influence of families on the driving decisions of older adults. These findings may be used to support families, in addition to informing the development of effective programs aimed at older driver safety.",1369-8478,Not found
Comparable rates of simulator sickness in Huntington's disease and healthy individuals,10.1016/j.trf.2018.11.007,60,2019-01-01,2019,1,"Objective Investigating driving competence with a simulator provides a controlled setting and has a high reproducibility. In addition, there is less risk of physical harm compared to on-road tests. A disadvantage of using simulators is the occurrence of simulator sickness, which is comparable to symptoms of motion sickness. The aim of this study was to examine whether patients with Huntington’s disease (HD) are more susceptible to develop simulator sickness compared to healthy individuals. Further, we investigated if the clinical symptoms of HD, such as motor disabilities and cognitive deterioration, might increase the occurrence of simulator sickness. Methods Eighty-three participants (54 HD, 29 controls) drove in a driving simulator that included urban and motorway scenarios. All participants were still active drivers. Motor, cognitive, and oculomotor assessments were administered. Participants completed a questionnaire after the driving session to report possible symptoms of simulator sickness. Results Fifty-eight (70%) participants completed the driving session, while 25 (30%) participants dropped out due to simulator sickness. The most reported symptoms of simulator sickness by dropouts were difficulties concentrating, dizziness, nausea, sweating, and vomiting. Dropouts were significantly older and more often female compared to completers. Decreased smooth ocular pursuit was predictive of dropout due to simulator sickness. The number of HD participants and controls in the dropout group was comparable. There was no significant difference in cognitive performance and motor functioning between completers and dropouts. Conclusions HD participants did not have a higher chance of developing simulator sickness while driving in a simulator compared to controls. Female gender, older age, and smooth ocular pursuit were associated with increased simulator sickness, whereas cognitive and motor functioning were unrelated to dropout due to simulator sickness.",1369-8478,Not found
"Exploring the influence of attitudes, social comparison and image and prestige among non-cyclists to predict intention to cycle in Mexico City",10.1016/j.trf.2018.10.009,60,2019-01-01,2019,1,"People face a number of different barriers when choosing to cycle for commuting purposes. This study examined the role of psycho-social factors predicting the intention to cycle to commute in Mexico City. An extended version of the theory of planned behaviour was developed and utilized with a sample of 401 infrequent and non-cyclists in Mexico City. Exploratory and confirmatory factor analysis was applied, and after identifying five factors, a structural equation model was estimated to find the relationships among the variables. The results indicated that cycling attributes, attitudes to cycling, social comparison and social image and prestige were the most important factors influencing intention to cycle. The results show positive attitudes towards cycling characterized by evaluations of cycling to commute such as considering it good, enjoyable or beneficial were more likely to demonstrate an intention to commute by bicycle. The same effect on intention was found when cycling is considered important as a mode for commuting. They also show that affective motives combined with attitudes explained 33.5% of the variance (adjusted R2 0.335) in intention to cycle. Social image increased the explanation of the intention to cycle by just 1%, (adjusted R2 0.346). Examination of the individual means for social comparison orientation items showed strong beliefs linking bicycle use with other people thinking they are poor nonetheless the findings for social comparison should be treated with caution as the strength of this model construct was very low. Although the results from this study are specific to Mexico City, they indicate areas of interest to transportation planners in other regions, especially in those cities where intention to cycle is linked to its perceived image and there is political ambition to instigate positive cycling cultures.",1369-8478,Not found
Road sign vision and driver behaviour in work zones,10.1016/j.trf.2018.11.005,60,2019-01-01,2019,1,"The effectiveness of roadwork signs on drivers’ safety is a poorly investigated topic. The present study examined visual fixations of 29 participants to work zone signs, while driving 27 km along rural roads. The drivers’ visual fixations on the work zones signs were recorded with an eye tracking device, synchronized to a GPS recorder that collected kinematic data. The routes crossed 23 roadwork zones, including a total of 69 vertical work zone signs. Visual behaviour to roadwork signs were compared to visual behaviour to permanent vertical signs. The results revealed that drivers glanced at both temporary and permanent signs along the roadwork areas with a similar 40% frequency. In addition, they glanced at single roadwork signs more often and for longer than at multiple-roadwork signs. The main findings of this paper lead to conclude that driver behaviour, investigated by comparing instant speed and visual fixations, is frequently unsafe.",1369-8478,Not found
