title,doi,volume,date,year,month,abstract,issn,githubs-scraped
Parsimonious trajectory design of connected automated traffic,10.1016/j.trb.2018.11.006,119,2019-01-01,2019,1,"One challenging problem about connected automated vehicles is to optimize vehicle trajectories considering realistic constraints (e.g. vehicle kinematic limits and collision avoidance) and objectives (e.g., travel time, fuel consumption). With respect to communication cost and implementation difficulty, parsimonious trajectory planning has attracted continuous interests. In this paper, we first analyze the feasibility conditions for a general continuous-time trajectory planning problem and then propose an analytical solution method for two important boundary trajectory problems. We further propose a discrete-time model with a more general objective function and a certain sparsity requirement that helps parsimonious planned trajectories. This sparsity requirement is implemented with a l 1 norm regulatory term appended to the objective function. Numerical examples are conducted on several representative applications and show that the proposed design strategy is effective.",0191-2615,Not found
Transitioning into a New Editorial Structure,10.1016/j.trb.2019.01.006,120,2019-02-01,2019,2,,0191-2615,Not found
Connected infrastructure location design under additive service utilities,10.1016/j.trb.2018.12.007,120,2019-02-01,2019,2,"An infrastructure system usually contains a number of inter-connected infrastructure links that connect users to services or products. Where to locate these infrastructure links is a challenging problem that largely determines the efficiency and quality of the network. This paper studies a new location design problem that aims to maximize the total weighted benefits between users and multiple services that are measured by the amount of connectivity between users and links in the network. This problem is investigated from both analytical and computational points of view. First, analytical properties of special cases of the problem are described. Next, two integer programming model formulations are presented for the general problem. We also test intuitive heuristics including greedy and interchange algorithms, and find that the interchange algorithm efficiently yields near-optimum solutions. Finally, a set of numerical examples demonstrate the proposed models and reveal interesting managerial insights. In particular, we found that a more distance-dependent utility measure and a higher concentration of users help achieve a better total utility. As the population becomes increasingly concentrated, the optimal link design evolves from a linear path to a cluster of links around the population center. As the budget level increases, the installed links gradually sprawl from the population center towards the periphery, and in the case of multiple population centers, they grow and eventually merge into one connected component.",0191-2615,Not found
Mechanism design for first-mile ridesharing based on personalized requirements part II: Solution algorithm for large-scale problems,10.1016/j.trb.2018.12.014,120,2019-02-01,2019,2,"Ridesharing provides travelers with a low-cost and convenient first-mile mobility service. Our Part I paper designed a mechanism to incentivize more travelers to participate in the first-mile ridesharing service accounting for passengers’ personalized requirements on inconvenience attributes of ridesharing. In order to address the computational challenge of obtaining the mechanism for large-scale transportation networks, this paper develops a novel heuristic algorithm, called the Solution Pooling Approach (SPA) for efficiently solving large-scale mechanism design problems in the first-mile ridesharing context. This paper also extends the SPA to solve generalized mechanism design problems, analyzes specific circumstances under which the SPA can sustain the game-theoretic properties, including “individual rationality” and “incentive compatibility”, and identifies its limitations. For the particular application in first-mile ridesharing, the SPA maintains the properties of “individual rationality” and “incentive compatibility”. Numerical experimental results show that the SPA can address the complex first-mile ridesharing service mechanism design problem in a computationally viable and efficient manner.",0191-2615,Not found
Mechanism design for first-mile ridesharing based on personalized requirements part I: Theoretical analysis in generalized scenarios,10.1016/j.trb.2018.12.009,120,2019-02-01,2019,2,"Ridesharing is an effective transportation mode to provide first-mile accessibility to public transit and a low-cost, environment-friendly, and sustainable mobility service. This paper designs a mechanism for the first-mile ridesharing service. The mechanism accounts for passengers’ personalized requirements on different inconvenience attributes (e.g. the number of co-riders, extra in-vehicle travel time, and extra waiting time at the transit hub) of the service in determining the optimal vehicle-passenger matching and vehicle routing plan and customized pricing scheme. The proposed mechanism is proved to be individual rational, incentive compatible, and price non-negative. The three properties respectively indicate that passengers are willing to participate in the service, that honestly reporting personalized requirements is the optimal strategy, and that the service provider is guaranteed to receive revenue from the participants. A case study is proposed to interpret the mechanism and to demonstrate the generality of the personalized-requirement-based mechanism that can be adapted into different scenarios.",0191-2615,Not found
Vehicle assignment and relays for one-way electric car-sharing systems,10.1016/j.trb.2018.12.004,120,2019-02-01,2019,2,"One-way electric car-sharing systems are expected to be an integral part of future transportation systems, playing an important role in reducing traffic congestion and carbon emissions. Owing to limited battery capacities and the lengthy charging process, an electric car-sharing system may not achieve the high vehicle utilization that a non-electric car-sharing system can achieve. We investigate two approaches to vehicle management, in order to circumvent battery constraints and to improve vehicle utilization rates in one-way electric car-sharing systems. In the first approach, we optimize vehicle assignment decisions, and in the second approach, we further allow vehicle relays, enabling users to complete longer trips by sequentially taking two vehicles. We propose a novel space–time–battery network flow model to determine optimal assignment and relay decisions. With an extra dimension for tracking each vehicle’s battery level, the proposed model is a single-commodity network flow model that is computationally amiable. To meet the requirement of quick responses, we propose an efficient algorithm that exploits an innovative diving heuristic to solve the resulting integer program. Numerical results show that when vehicle assignment and relays are optimized in an electric car-sharing system, we may achieve a comparable vehicle utilization rate as in a non-electric car-sharing system. In particular, optimizing vehicle assignment is essential when most trips are short trips, and vehicle relays are critical when users demand more long trips.",0191-2615,Not found
Trajectory-based traffic management inside an autonomous vehicle zone,10.1016/j.trb.2018.12.012,120,2019-02-01,2019,2,"This paper studies a trajectory-based traffic management (TTM) problem for the purpose of managing traffic in a road facility reserved exclusively for autonomous vehicles (AV). The base TTM model aims to find optimal trajectories for multiple AVs while resolving inter-vehicle conflicts in the most generic way. The model is formulated as a mixed integer program (MIP) that can be solved using off-the-shelf solvers. To improve computational efficiency, a specialized algorithm based on the rolling horizon approach is also developed. We then show that the base TTM model can be easily extended to first accommodate scheduling decisions (the TTMS model) and to further impose equity constraints (the TTMSE model). For the simplest network and homogeneous users, solutions to TTMS and TTMSE are similar, respectively, to system optimal (SO) and user equilibrium (UE) solutions of Vickrey’s bottleneck model. Numerical experiments highlight TTM’s ability to simultaneously generate optimal trajectories for multiple vehicles. They also show that, while solving TTM exactly is computationally demanding, obtaining good approximate solutions can be accomplished efficiently by the rolling horizon algorithm.",0191-2615,Not found
Is more always better? The impact of vehicular trajectory completeness on car-following model calibration and validation,10.1016/j.trb.2018.12.016,120,2019-02-01,2019,2,"This paper investigates the impact of vehicular trajectory completeness on car-following (CF) model calibration and validation. Synthetic data with different levels of trajectory completeness, i.e., different number of driving regimes, generated from carefully designed numerical experiments are mainly used to calibrate and validate the Intelligent Driver Model (IDM) and the Newell's CF model. Model calibration results suggest that some driving regimes in a trajectory impact calibration errors and the particular regime and its exact impact are model-specific, e.g., the presence of the standstill and the absence of the cruising regimes impacts IDM and Newell's CF model calibration errors, respectively. However, level of trajectory completeness has no impact. The acceleration behaviour of IDM drivers in different driving regimes is determined by more than one parameter, i.e., a one-to-one mapping between the parameters and the driving regimes do not exist. On the contrary, for Newell's CF model, there exists a one-to-one mapping between the cruising regime and the desired speed. Furthermore, level of trajectory completeness impacts IDM and Newell's CF model validation. More specifically, the average calibrated parameters obtained from more complete trajectories performs better in validation and leads to smaller validation errors. These findings can have a profound impact on how future research on CF model calibration and validation using trajectories should be planned and implemented.",0191-2615,Not found
Efficient train re-routing and rescheduling: Valid inequalities and reformulation of RECIFE-MILP,10.1016/j.trb.2018.12.008,120,2019-02-01,2019,2,"The real-time Railway Traffic Management problem consists in finding suitable train routes and schedules to minimize delay propagation due to traffic perturbations. RECIFE-MILP is a mixed integer linear programming based heuristic for this problem which has proven to be effective in various contexts. However, when instances are very large or difficult, the performance of the algorithm may worsen. In this paper, we propose valid inequalities to boost the performance of RECIFE-MILP. These valid inequalities link the routing and scheduling binary variables. We also provide an instance in which they are able to represent all the facets of the projection of the convex hull of the problem in the subspace of the binary variables. Moreover, they allow reformulating the model based on a reduced number of scheduling binary variables. In an experimental analysis based on realistic instances representing traffic in four French infrastructures, we observe that the merit of addition of valid inequalities depends on the specific case-study at hand, and that the reduction of the number of binary variables in general boosts the performance of RECIFE-MILP significantly.",0191-2615,Not found
Fleet deployment and demand fulfillment for container shipping liners,10.1016/j.trb.2018.11.011,120,2019-02-01,2019,2,"This paper models and solves a fleet deployment and demand fulfillment problem for container shipping liners with consideration of the potential overload risk of containers. Given the stochastic weights of transported containers, chance constraints are embedded in the model at the strategic level. Several realistic limiting factors such as the fleet size and the available berth and yard resources at the ports are also considered. A non-linear mixed integer programming (MIP) model is suggested to optimally determine the transportation demand fulfillment scale for each origin-destination pair, as well as the ship deployment plan along each route, with an objective incorporating revenue, fixed operation cost, fuel consumption cost, holding cost for transhipped containers, and extra berth and yard costs. Two efficient algorithms are then developed to solve the non-linear MIP model for different instance sizes. Numerical experiments based on real-world data are conducted to validate the effectiveness of the model and the algorithms. The results indicate the proposed methodology yields solutions with an optimality gap less than about 0.5%, and can solve realistic instances with 19 ports and four routes within about one hour.",0191-2615,Not found
Literature review of the vehicle relocation problem in one-way car sharing networks,10.1016/j.trb.2018.12.006,120,2019-02-01,2019,2,"In this paper, we perform a systematic review of selected publications that offer method-based solutions to the vehicle relocation issues in car sharing networks. Asymmetric networks allowing one-way trips are the most promising form of car-sharing systems. However, the resulting vehicle imbalance across the station grid requires relocations. Typical approaches to solving the vehicle relocation problem include mixed-integer programming for strategic or operation-oriented design problems, as well as simulation models for management tasks. We survey how researchers define the decision problems related to the vehicle relocation issue, and consider their division into multistage approaches. This article offers a starting point for researchers interested in modeling one-way vehicle sharing.",0191-2615,Not found
Travel time variability and rational inattention,10.1016/j.trb.2018.12.003,120,2019-02-01,2019,2,"This paper sets up a rational inattention model for the choice of departure time for a traveler facing random travel time. In this model, the traveler chooses in advance an information strategy for the travel time outcome, and then chooses departure time each day given the information received that day. The model describes how cheaper information allows the traveler to expand his/her consideration set and adapt more flexibly to changing conditions. This increases the traveler's payoff. The marginal cost of travel time variability is always positive. The ability to choose the information strategy reduces the cost of travel time variability compared to neoclassical travelers whose information is exogenously given.",0191-2615,Not found
Stochastic bus schedule coordination considering demand assignment and rerouting of passengers,10.1016/j.trb.2019.01.010,121,2019-03-01,2019,3,"Schedule coordination is a proven strategy to improve the connectivity and service quality for bus networks, whereas current research mostly optimizes schedule design using the a priori knowledge of users’ routings and ignores the behavioural reactions to coordination status. This study proposes a novel stochastic bus schedule coordination design with demand assignment and passenger rerouting in case of transfer failure. To this end, we develop a bi-level programming model in which the schedule design (headways and slack times) and passenger route choice are determined simultaneously via two travel strategies: non-adaptive and adaptive routings. In the second strategy, transfer passengers would modify their paths in case of missed connection. In this way, the expected network flow distribution is dependent on both the transfer reliability and network structure. The upper-level problem is formulated as a mixed integer non-linear program with the objective of minimizing the total system cost, including both operation cost and user cost, while the lower-level problem is route choice (pre-trip and on-trip) model for timed-transfer service. A more generalized inter-ratio headways scenario is also taken into account. A heuristic algorithm and the method of successive averages are comprehensively applied for solving the bi-level model. Results show that when the rerouting behaviour is considered, more cost-effective schedule coordination scheme with less slack times can be achieved, and ignoring such effect would underestimate the efficacy of schedule coordination scheme.",0191-2615,Not found
Optimal network-level traffic signal control: A benders decomposition-based solution algorithm,10.1016/j.trb.2019.01.012,121,2019-03-01,2019,3,"This paper formulates the network-level traffic signal timing optimization problem as a Mixed-Integer Non-Linear Program (MINLP) and presents a customized methodology to solve it with a tight optimality gap. The MINLP is based on the Cell Transmission Model (CTM) network loading concept and captures the fundamental flow-density diagram of the CTM explicitly by considering closed-form constraints in the model and thus, eliminates the flow holding-back problem. The proposed solution algorithm is based on the Benders decomposition technique and decomposes the original MINLP to an equivalent Integer Program (IP) (Master problem), and a new MINLP (Primal problem). We will show that the new MINLP has only one optimal non-holding-back solution that can be found by a CTM simulation run. We will prove that the proposed solution technique guarantees convergence to optimal solutions with a finite number of iterations. Furthermore, we propose a dual estimation algorithm for the new MINLP (the Primal problem), which utilizes a simulation-based approach to generate Benders cuts instead of solving a complex optimization program. We applied the proposed solution technique to a simulated network of 20 intersections under various demand patterns and observed an optimality gap of at most 2% under all tested conditions. We compared the solutions of the proposed algorithm with two benchmark algorithms and found reductions in total travel time ranging from 7.0% to 35.7%.",0191-2615,Not found
Optimization of traffic sensor location for complete link flow observability in traffic network considering sensor failure,10.1016/j.trb.2019.01.004,121,2019-03-01,2019,3,"The full link flow observability problem is to identify the minimum set of traffic sensors to be installed in links in a road traffic network. The sensors are used to both monitor the flow of observed links and to provide flow information for the link flow inference of unobserved links. Unavoidably, the traffic sensors deployed in a traffic network are subject to failure which leads to missing the link flow observation of observed links as well as the inability to infer the link flow of unobserved links. This study aims to identify the minimum set of links in a traffic network to be instrumented with two different types of counting sensors (basic and advanced sensors) to reach full link flow observability while minimizing the effect of sensor failure on the link flow inference of unobserved links. Mathematically, we formulate two objective functions including min-max and min-sum functions. The first function attempts to minimize the maximum effect of sensor failure on the link flow inference of unobserved links while the second one minimizes the expected number of unobserved links where flow cannot be inferred due to the failure of sensors. We select the genetic algorithm (GA) as a well-known heuristic to solve the proposed optimization model. The results recommend minimizing the number of sensors required for the link flow inference of each unobserved link as well as installing advanced sensors on links involved in the link flow inference of multiple unobserved links. We also develop a new objective function to reflect that links in a traffic network can be either minor or major roads with different levels of importance. The results suggest installing more advanced sensors on the major roads as well as minimizing the number of major roads included in the set of unobserved links. Concerning the availability of route flow information in a network, we consider the effect of this information on evaluating the sensor deployment in a network. To maintain full link flow observability of a traffic network if any sensor fails, we study the location and type of additional sensors introduced as redundant sensors, which are more than the minimum required for full link flow observability. Finally, we discuss the applicability of the proposed model for the partial observability problem in which the full link flow observability conditions are not satisfied.",0191-2615,Not found
Morning commute problem with queue-length-dependent bottleneck capacity,10.1016/j.trb.2019.01.009,121,2019-03-01,2019,3,"When traffic control is demand-responsive, a bottleneck can have a queue-length-dependent capacity. Motivated by this fact, we studied the morning commute problem in which the bottleneck capacity increases from s 1 to s 2 as the queue length exceeds a threshold D 1 and decreases back to s1 as the queue length reduces and becomes smaller than another threshold D 2 (D 2 ≤ D 1). It has been found that multiple equilibria exist when D 2 < D 1. Their stability has been preliminarily studied via the day-to-day dynamics, and we found it is likely that only the equilibrium state with the lowest cost is stable against large disturbances. In the case where D 2 = D 1, there is no multiple user equilibrium state, and the capacity does not change more than twice. Moreover, there exists a parameter range in which there is no solution unless the bottleneck capacity can switch back and forth instantaneously. The policy of opening the shoulder lane on a 2-lane highway is discussed as an application example.",0191-2615,Not found
Modeling tagged pedestrian motion: A mean-field type game approach,10.1016/j.trb.2019.01.011,121,2019-03-01,2019,3,"This paper suggests a model for the motion of tagged pedestrians: Pedestrians moving towards a specified targeted destination, which they are forced to reach. It aims to be a decision-making tool for the positioning of fire fighters, security personnel and other services in a pedestrian environment. Taking interaction with the surrounding crowd into account leads to a differential nonzero-sum game model where the tagged pedestrians compete with the surrounding crowd of ordinary pedestrians. When deciding how to act, pedestrians consider crowd distribution-dependent effects, like congestion and crowd aversion. Including such effects in the parameters of the game, makes it a mean-field type game. The equilibrium control is characterized, and special cases are discussed. Behavior in the model is studied by numerical simulations.",0191-2615,Not found
Integrating Lagrangian and Eulerian observations for passenger flow state estimation in an urban rail transit network: A space-time-state hyper network-based assignment approach,10.1016/j.trb.2018.12.015,121,2019-03-01,2019,3,"In this study, we focus on one of practically important research problems of integrating Lagrangian and Eulerian observations for passenger flow state estimation in an urban rail transit network. The task is accomplished by using a triple of flow, density, and speed to construct a discretized passenger flow state, further constructing a space-time-state (STS) hyper network so that we can utilize a better defined three-dimensional solution space to integrate structurally heterogeneous data sources. The monitoring data include passenger transaction records and identification space-time samples observed over a possible range of a few hours from origins to destinations (Lagrangian observations), and time-dependent passenger counts collected at some key bottleneck locations (Eulerian observations). To describe the complex urban-rail passenger flow evolution, passenger traveling and fixed sensor state transition processes can be unified within a STS path representation. To estimate the consistent system internal states between two different types of observations, we formulate a hyper network-based flow assignment model in a generalized least squares estimation framework. For applications in large-scale transportation networks, we decompose the proposed model into three easy-to-solve sub-problems. The proposed model is applied to a real-world case based on the Beijing subway network with complete smart card data for each passenger at his/her origin and destination and time-dependent passenger counts in several key transfer corridors, while the specific space-time trajectories of all passengers and high-resolution time-dependent congestion levels at platforms, in trains, and in transfer corridors are estimated. This proposed passenger flow state inference method can provide a rich set of state inferences for advanced transit planning and management applications, for instance, passenger flow control, adaptive travel demand management, and real-time train scheduling.",0191-2615,Not found
An algorithm for reliable shortest path problem with travel time correlations,10.1016/j.trb.2018.12.011,121,2019-03-01,2019,3,"Reliable shortest path (RSP) problem reflects the variability of travel time and is more realistic than standard shortest path problem which considers only the average travel time. This paper describes an algorithm for solving the mean-standard deviation RSP problem considering link travel time correlations. The proposed algorithm adopts the Lagrangian substitution and covariance matrix decomposition technique to deal with the difficulty resulting from non-linearity and non-additivity of the Mixed Integer Non-Linear Program (MINLP). The problem is decomposed into a standard shortest path problem and a convex optimization problem whose optimal solution is proved and the Lagrangian multipliers ranges are related to the eigenvalues of the covariance matrix to further speed up the algorithm. The complexity of the original problem is notably reduced by the proposed algorithm such that it can be scaled to large networks. In addition to the sub-gradient Lagrangian multiplier updating strategy integrated with projection, a novel one based on the deep-cut ellipsoid method is proposed as well. Numerical experiments on large-scale networks show the efficacy of the algorithm in terms of relative duality gap and computational time. Besides, there is evidence showing that, though having longer computational time, the ellipsoid updating method tends to obtain better solutions compared with the sub-gradient method. The algorithm outperforms the existing one-to-one Lagrangian relaxation-based RSP algorithms and the exact Outer Approximation method in the literature.",0191-2615,Not found
A new family of qualitative choice models: An application of reference models to travel mode choice,10.1016/j.trb.2018.12.010,121,2019-03-01,2019,3,"This paper considers the recently introduced family of reference models dedicated to non-ordered alternatives. The link function of reference models is that of the multinomial logit model (MNL) replacing the logistic cumulative distribution function (cdf) by other cdfs (e.g., Gumbel, Student). We determine all usual economic outputs (willingness-to-pay, elasticities,...). We also show that the IIA property generally does not hold for this family of models, because of their noninvariance to the alternative chosen as a reference. We estimate and compare five reference models to the MNL on a travel mode-choice survey: according to the chosen cdf, reference models lead to a better fit and retrieve consistent economic outputs estimations even when there is a high unobserved heterogeneity.",0191-2615,Not found
A Markov decision process approach to vacant taxi routing with e-hailing,10.1016/j.trb.2018.12.013,121,2019-03-01,2019,3,"The optimal routing of a vacant taxi is formulated as a Markov Decision Process (MDP) problem to account for long-term profit over the full working period. The state is defined by the node at which a vacant taxi is located, and action is the link to take out of the node. State transition probabilities depend on passenger matching probabilities and passenger destination probabilities. The probability that a vacant taxi is matched with a passenger during the traversal of a link is calculated based on temporal Poisson arrivals of passengers and spatial Poisson distributions of competing vacant taxis. Passenger destination probabilities are calculated directly using observed fractions of passengers going to destinations from a given origin. The MDP problem is solved by value iteration resulting in an optimal routing policy, and the computational efficiency is improved by utilizing parallelized matrix operations. The proposed model and an efficient implementation of the value iteration algorithm are tested in a case study with parameters derived from GPS trajectories of over 12,000 taxis in Shanghai, China for a study period of 5:30 - 11:30 am on a typical weekday. The optimal routing policy is compared with three heuristics based on simulated trajectories. Results show that the optimal routing policy improves average unit profit by 23.0% and 8.4% over the random walk and local hotspot heuristic respectively; and improves occupancy rate by 23.8% and 8.3% respectively. The improvement is larger during higher demand periods.",0191-2615,Not found
