title,doi,volume,date,year,month,abstract,issn,githubs-scraped
Modelling intermodal travel in Switzerland: A recursive logit approach,10.1016/j.tra.2018.11.009,119,2019-01-01,2019,1,"We use data from the Swiss national household travel survey to 1. analyze the socioeconomic determinants for intermodal travel in Switzerland and 2. estimate a first large-scale multimodal recursive logit route choice model for urban trip making. We show that intermodal travel is mostly associated with ownership of transit subscriptions, which allow free at the point-of-use public transportation. We also present a framework using open-source data to generate the multimodal network for the recursive logit model estimation. The fact that the model only needs a multimodal network to model the transport supply makes it independent of path sampling algorithms for the choice-set construction and it thus provides an alternative to classic mode and route choice models, since it can estimate mode and route choice parameters with directly observed routes, removing the sampling bias. By eliminating the need to sample alternative paths for estimation, it also simplifies the estimation process, making it a viable choice as an integral solution for joint route and mode choice modelling.",0965-8564,Not found
Does cargo matter? The impact of air cargo operations on departure on-time performance for combination carriers,10.1016/j.tra.2018.10.005,119,2019-01-01,2019,1,"Airline business models are under constant development. Combination carriers generate revenues from passenger and cargo operations jointly. This study makes use of an econometric model to investigate how air cargo operations impact on the quality of service perceived by passengers. Building on empirical data from the U.S., it indicates that air cargo operations increase departure delays. Hence, passenger and cargo business are tied together in terms of revenue as well as operational complexity. To address this trade-off, airline business models must be considered within the entire continuum of passenger and cargo operations.",0965-8564,Not found
A four-step method for electric-vehicle charging facility deployment in a dense city: An empirical study in Singapore,10.1016/j.tra.2018.11.012,119,2019-01-01,2019,1,"In the recent decade, electric vehicles (EVs), as a clean and cost-effective transport means, are paving the way to replace conventional gasoline vehicles. To facilitate wider adoption of EVs, corresponding charging infrastructures have to be established first. In this paper, we propose a four-step method to deploy normal and fast charging stations that can satisfy the charging demand of private EVs, 1-shift and 2-shift EV taxis in a mature city. The proposed four-step method provides an easy-to-implement procedure for charging demand estimation and distribution. First, we derive the charging frequency and type of charging facilities for each type of EVs based on their technical specifications and operational characteristics. Then, total demand for normal and fast charging facilities can be generated by using up-to-date transport statistics, and these demand is allocated to various charging sites (car parks or petrol stations) based on spatial distribution of EVs. Given the average daily engaged working hours of a charger, service capacity at each charging station is thus determined. A case study of Singapore is put forward in the end and a scenario analysis is conducted to demonstrate the impact of driving range.",0965-8564,Not found
The evolutionary interaction between taxi-sharing behaviours and social networks,10.1016/j.tra.2018.10.043,119,2019-01-01,2019,1,"Mobility services increasingly consider the sharing of vehicles to reduce resource use and congestion. People are, however, reluctant to sharing vehicles with strangers. Therefore, this paper investigates the dynamic co-evolution of taxi-sharing behaviours and the taxi-sharing-oriented social network structure. A social network based taxi-sharing method is introduced that is able to prioritise taxi-sharing with acquaintances over strangers while capping the detour cost to reasonable and varied limits. Furthermore, the social network structure evolves and is updated based on shared trips. An empirical simulation demonstrates the advantages of social network based taxi-sharing, i.e., an increased match rate and a comparable satisfaction level to trip-based methods. The spatial aggregation of the emerging social network not only suggests a space-time searching heuristic for taxi-sharing, but also indicates how social factors conquer space while space constrains social interactions.",0965-8564,Not found
The sensitivity of rail demand to variations in motoring costs: Findings from a comparison of methods,10.1016/j.tra.2018.09.023,119,2019-01-01,2019,1,,0965-8564,Not found
Is promoting public transit an effective intervention for obesity?: A longitudinal study of the relation between public transit usage and obesity,10.1016/j.tra.2018.10.027,119,2019-01-01,2019,1,"There is increasing evidence on the association between public transit usage and obesity. To further understand the causal impact of changes in county public transit usage on county obesity rates, this paper presents a longitudinal study on this topic. Annual health data from the Behavioral Risk Factor Surveillance System (BRFSS) and transportation data from the National Household Travel Survey (NHTS) were aggregated and matched at the county level, to create a panel data set with 227 counties from 45 states across two time periods, 2001 and 2009. Annual public transit funding, obtained from the National Transit Database (NTD), is chosen as an instrumental variable to simulate changes in public transit usage caused by exogenous changes in public policies. Possible confounding variables such as amount of leisure time physical activity, health care coverage and distribution of income are explicitly controlled. All time-invariant county level heterogeneities are implicitly controlled using first difference estimators. This study shows that promoting public transit in a county can effectively decrease the county obesity rate. Specifically, a one percentage point increase of frequent public transit riders in a county population is estimated to decrease the county population obesity rate by 0.473 % points. This result supports findings in previous research that the extra amount of physical activity involved in public transit usage can have a statistically significant impact on obesity. In addition, this study also provides empirical evidence for the effectiveness of encouraging public transit usage as a public health intervention for obesity.",0965-8564,Not found
To be or not to be dockless: Empirical analysis of dockless bikeshare development in China,10.1016/j.tra.2018.11.007,119,2019-01-01,2019,1,"This paper discusses the development of shared bike programs in China, especially the innovative dockless bikeshare (DBS) system, using up-to-date empirical analysis. Bicycle sharing programs had existed in China since 2008 but overall bicycle mode share decreased until 2016 when DBS emerged. A comparison of classical city docked bikeshare (BS) programs found that government-oriented operators and a low financial threshold for users were the keys to the success of docked BS in China. In less than two years, a new, innovative, flexible, shared bicycling system – the DBS – has grown from nothing to a substantial 23 million fleets, covering over 200 cities and regions, making docked BS appear insignificant. It is a highly capital-driven, privately-operated business model, largely deployed in cities in conjunction with urban railway systems and has achieved high penetration in mega cites (e.g., 0.135 fleet/resident in Beijing). The development of DBS has experienced “free growth”, “regulated” and “limited” phases in a short time. While the central government initially held a “neutral-positive” policy towards this new system, the rapid expansion of dockless fleets soon exceeded cities’ limits and resulted in local government policies changing from “neutral-positive” to “neutral-negative”, and from August 2017, forceful limiting regulations have been implemented. DBS systems have advantages such as easy access using a smart phone, convenience of pickup and park and low cost. These merits attract its main users, who are found to be young, highly educated with almost equal numbers of males and females. DBS trips are mainly short, with high frequency and used for commuting purposes. DBS systems have burgeoned due to three factors: (1) those promoting user demands, (2) those winning partial support of government, and (3) those promoting operators’ supply. The results show that rapid growth of dockless bikeshare programs is mainly “supply-driven by operators” rather than by “user demand” or “triggered by government policy”. Financial sustainability, vandalism and threat to bicycle industry by DBS are the three main challenges that require investigation, especially, the fact that the booming DBS market may cause low profitability for local bicycle manufacturers and thus make the entire industry fragile. Feasibility of docked bikeshare and dockless bikeshare are compared and concluded in the end.",0965-8564,Not found
Using HLM to investigate the relationship between traffic accident risk of private vehicles and public transportation,10.1016/j.tra.2018.11.005,119,2019-01-01,2019,1,"Public transportation is relatively safe and secure, although less convenient than private modes of transport. However, current trends indicate that, by 2030, road traffic injuries will be the fifth leading cause of death globally. This study proposes an approach for identifying hidden contributors to traffic risk in the major metropolitan cities of Taiwan. Our purpose is to offer a comprehensive econometrical framework, using Hierarchical Linear Modelling (HLM), which highlights important contributors to traffic accident risk at different levels of injuries for public transportation. Four models underlying HLM are used to characterize the traffic accident risk. Our empirical results indicate that random intercept and random slope with interaction of HLM (model 4) is the best model. In addition, there are significant regional differences in traffic accident risk depending on the use of public and private transportation, the length of bus routes, daily average number of bus frequency per route, gender, driving habits, and behaviour. Results show that, when the length of bus routes increases by 50% in a city with well-developed infrastructure, such as Taipei, the accident risk would reduce the crash risk from 1.66 to 1.43 (decreases by 0.23), corresponding to 3450 casualties, and the total accident expense can be reduced by NT$ 1 US$1 = NT$30. 1 3 billion. If daily average number of bus frequency per route in Taichung increases by 50%, there are almost 3000 fewer casualties, and the accident expense decreases by NT$9.6 billion. The results of this study provide suggestions to the government that developing public transportation can effectively decrease road traffic accident risk and accident expense.",0965-8564,Not found
"“To support or not to support, that is the question”. Testing the VBN theory in predicting support for car use reduction policies in Russia",10.1016/j.tra.2018.10.042,119,2019-01-01,2019,1,"High use of motorized vehicles is a major cause of CO2 emissions, affecting the quality of the environment negatively. Employing policies that aim to reduce car use would be key to decrease transport-related emissions. However, such policies need to be accepted by the public to be successful. In the current paper, we examine whether support for car use reduction policies can be predicted by the Value-Belief-Norm theory (VBN; Stern, 2000), reflecting a process of value triggered norm-activation about reducing one’s car use. Notably, we tested the VBN theory in Russia, which is a post-socialist country with a high car use and high transport-related CO2 emissions. As expected, findings indicate that high endorsement of biospheric values is associated with high environmental concern, which is related to an increased awareness of environmental consequences of car use, and a high ascription of responsibility of one’s own contribution to environmental problems related to car use. This process leads to strengthening personal norms to reduce own car use, which were associated with higher acceptability of car use reduction policies. The findings indicate that policies that aim at increased support for car use reduction in Russia could target biospheric values and activate personal norms.",0965-8564,Not found
Modelling the route choice behaviour under stop-&amp;-go traffic for different car driver segments,10.1016/j.tra.2018.11.004,119,2019-01-01,2019,1,"A stop-&-go (S&G) wave phenomenon refers to the traffic situation where vehicles experience cyclic patterns of deceleration followed by acceleration. Driving in these conditions is a nuisance as drivers need to be more focussed, which leads to an increase in the level of frustration and mental stress. This study aims at evaluating the effect of the number of S&Gs experienced on the route choice behaviour of drivers. An online stated choice experiment was conducted on a sample of regular car drivers residing in Sydney and its neighbouring suburbs. The collected data is analysed using a latent class choice modelling framework which provides characteristics and choice preferences of subgroups of individuals, thus making it attractive to policy makers. Results show that nearly three-quarters of the sample have a negative and significant disutility towards the number of S&Gs experienced. The outcomes from this would potentially be useful in formulating new policies aiming at reducing congestion and the resulting S&G traffic.",0965-8564,Not found
Airline capacity decisions under supply-demand equilibrium of Australia's domestic aviation market,10.1016/j.tra.2018.10.039,119,2019-01-01,2019,1,"Australia is especially reliant on air transportation because of the geographical distribution of the urban centers across the country. This paper seeks to identify the antecedents of the capacity decisions of the airlines operating in Australian domestic aviation market. We examine the factors on both sides of the supply-demand equilibrium using monthly data of twenty-one major domestic routes linking eight major cities between January 2004 and December 2015. To investigate the relationship between flight demand and the variables of capacity decisions (flight frequency, aircraft size, load factor, and available seats), the pooled series cross-sectional data are analyzed using a two-stage least-squares method to model the supply-demand interaction. The results statistically differentiate the airlines’ strategies regarding capacity decisions for the short-haul, medium-haul, and long-haul routes. The results suggest that competition would lead to more flights, smaller aircraft size, lower load factors, and more available seats in all markets. Low-cost carriers play a key role in the short-haul market. Higher jet fuel prices scales up aircraft size on all flight routes. Notably, the socio-economic parameters of population and employment rates affect flight demand more strongly on the long-haul routes than other routes.",0965-8564,Not found
Pricing and investment in alternative transport infrastructures,10.1016/j.tra.2018.10.040,119,2019-01-01,2019,1,"Pricing and investment decisions are not independent; causality in the relationship cuts both ways. Optimal prices, once the investment has been made and is irreversible, are quite different compared with the situation contemplated in the ex-ante evaluation of the project, when no cost is already sunk, and various capacity options are still open. This paper deals with this critical aspect of the relationship in the planning process, when deciding on alternative transport infrastructures. Pricing affects demand and, hence, social welfare. The social profitability of the project can vary significantly depending on the pricing policy. Therefore, before deciding whether it is socially worthwhile to invest in a project, the government needs to be clear about the charging scheme that will be applied. In this paper we show that, when comparing different transport alternatives, a particular charging scheme may favor the creation of a particular transport infrastructure network, leading to irreversible long-term equilibria that would not be optimal under other charging schemes.",0965-8564,Not found
Prospects of cold ironing as an emissions reduction option,10.1016/j.tra.2018.11.003,119,2019-01-01,2019,1,"Cold ironing is the process of providing shorepower to cover the energy demands of ships calling at ports. This technological solution can eliminate the emissions of auxiliary engines at berth, resulting in a global reduction of emissions if the grid powering the ships is an environmentally friendly energy source. This paper conducts a literature review of recent academic work in the field and presents the status of this technology worldwide and the current barriers for its further implementation. The use of cold ironing is mandatory in Californian ports for ship operators and as a result terminal and ship operators were required to invest in this technology. In Europe, all ports will be required to have cold ironing provision by the end of 2025. Other regulations that target local emissions such as Emission Control Areas can have a significant impact on whether cold ironing is used in the future as a potential compliance solution. This paper constructs a quantitative framework for the examination of the technology considering all stakeholders. The role of regulation is shown to be critical for the further adoption of this technology. Illustrative case studies are presented that consider the perspective of ship operators of various ship types, and terminal operators that opt to invest in shorepower facilities. The results of the case studies show that for medium and high fuel price scenarios there is economic motivation for ship operators to use cold ironing. For the port, the cost per abated ton of pollutants is much lower than current estimates of the external costs of pollutants. Therefore, shorepower may be a viable emissions reduction option for the maritime sector, provided that regulatory bodies assist the further adoption of the technology from ship operators and ports. The methodology can be useful to port and ship operators in examining the benefits of using cold ironing as an emissions reduction action.",0965-8564,Not found
Optimal pavement management: Resilient roads in support of emergency response of cyclone affected coastal areas,10.1016/j.tra.2018.11.001,119,2019-01-01,2019,1,"Roads in poor road condition disrupt emergency operations in disaster-prone areas during emergency periods. Prolonged inundation of pavements from storm surge accelerates deterioration of pavements and increases maintenance cost. The objective of this study is to propose an optimized decision support system for pavement maintenance and rehabilitation (M&R) operations guided by geo-physical risk and community vulnerabilities. A case study of regional highways, arterial and collector roads at the district of Barguna, in Bangladesh is selected given the frequency of cyclones and storm surges in this area. A geo-physical risk and vulnerability (GEOPHRIV) index was estimated for each road’s segment by integrating the geo-physical risk; community, structure and infrastructure vulnerabilities; and damage indices. Linear programming was applied to optimize M&R strategies to ensure good pavement condition for all roads at a minimum M&R budget. Lifecycle optimization of M&R operations estimated that USD 2.49 million is the minimum annual budget that ensures having good average road’s condition in the study area. Most of the annual M&R budget will be invested for overlay and resealing treatments on the roads at high and medium GEOPHRIV areas. This study helps transportation authorities to identify deteriorated pavement sections, maintain the pavement periodically to prevent or minimize damage before storm surge, and allocate resources for M&R operations.",0965-8564,Not found
A novel policy making aid model for the development of LNG fuelled ships,10.1016/j.tra.2018.10.038,119,2019-01-01,2019,1,"In recent years, increasingly strict restrictions on ship emissions and continuously increasing prices of marine fuel oil have made the liquefied natural gas (LNG) using as a marine fuel more attractive, and LNG fuelled ships have therefore become more popular in many countries. However, there is still not much research on the development level of LNG fuelled ships in different countries, and no unified or corresponding evaluation criteria has been established to support relevant policy making, revealing a significant research gap to be fulfilled. In view of this, taking the advantages of the PEST (Political, Economic, Social and Technological factors) and the SWOT (strengths, weaknesses, opportunities, and threats) analysis, this paper proposes a novel SRETI (Strategy, Regulation, Economics, Technology and Infrastructure) model for evaluating the development level of LNG fuelled ships in a particular region or country for self-assessment or comparative studies. The kernel of the model consists of the combination of the analytic hierarchy process (AHP) method and the evidential reasoning (ER) approach, thus being able to deal with evaluation data of both quantitative and qualitative features. China, Norway and the United States of America (USA) are selected in a real case study to demonstrate the feasibility of the model on the evaluation of the development of their LNG fuelled ships. The findings show that Norway is better than USA and China in terms of the development level of LNG fuelled ships. It is also revealed that the proposed SRETI model is capable of addressing uncertainties in subjective data provided by domain experts. A sensitive analysis is conducted as well to test the robustness of the SRETI model, and the results are in harmony with the axioms and hypotheses. This work provides policymakers with powerful insights into the development of LNG fuelled ships. It can also be tailored to evaluate the development of emerging technologies in other sectors.",0965-8564,Not found
Mean field theory of demand responsive ride pooling systems,10.1016/j.tra.2018.10.028,119,2019-01-01,2019,1,"The dynamics of demand responsive ride pooling (DRRP) systems is considered in a mean-field framework. The relevant dimensionless quantities determining the performance and viability of the system are identified. In the presence of an already established dominant market participant with comparable service quality (like, e.g., the private car), the mutual interaction of the actors (i.e., the customers sharing rides) by virtue of the route assignment algorithm gives rise to a discontinuous transition between two strongly different modes of operation. One of them represents the typical (unfavorable) performance of current ride pooling systems, while the other represents a new mode of operation in which virtually all customers use DRRP.",0965-8564,Not found
Understanding the impact of reoccurring and non-financial incentives on plug-in electric vehicle adoption – A review,10.1016/j.tra.2018.11.002,119,2019-01-01,2019,1,"The market introduction of plug-in electric vehicles (PEVs) is being partially driven by policy interventions. One type of intervention is reoccurring and non-financial incentives, these differ from financial purchase incentives which are a one-time financial incentive associated with the purchase of a PEV. Reoccurring and non-financial incentives include special lane access for PEVs (e.g. HOV/carpool lanes, bus lanes), parking incentives, charging infrastructure development, road toll fee waivers, and licensing incentives. They also include disincentives such as gasoline tax or annual vehicle taxes. The impact of these incentives differs between regions partially due to differences in traffic conditions, travel patterns, consumer preferences, and other local variations. Due to these differences, it is challenging to rank the importance of these incentives, however existing research shows that they all can have a positive impact on PEV adoption. Policymakers wishing to promote the introduction of PEVs will need to consider local travel patterns, the regulatory environment, and consumer preferences to determine the most viable policy interventions for their region.",0965-8564,Not found
Consensus planning in transport: The case of Vancouver's transportation plebiscite,10.1016/j.tra.2018.12.014,120,2019-02-01,2019,2,"In 2015, a plebiscite was held on a new source of funding to support the expansion of the transit network in the Lower Mainland of Vancouver. Thus, in a region that has achieved admirable results over several decades through a strategic planning system based on a consensus model, civic leaders were forced to step outside this model to argue the case for a 0.5% increase to a local goods and service tax. This pitted a ‘no new tax’ grouping against a Better Transit and Transportation Coalition which brought supporters from across the community including from business, the unions, the environmental sector and students in support of the ‘yes’ case and the package of works crafted by consensus among municipal leaders. In this paper, we draw on in-depth key informant interviews with transportation and land use planners, municipal politicians and individuals involved in the ‘yes’ and ‘no’ campaigns built around the 2015 transport plebiscite. We show how the plebiscite was framed and how a critical component of Vancouver’s planning ethos – consensus decision-making – catalysed the formation of the coalition of ‘yes’ campaign supporters. Despite its defeat, this coalition remained persistent and unified in their support for the development of a new funding stream and for the continued expansion of transit infrastructure across the Lower Mainland. The paper draws lessons from the transit plebiscite and how its outcome highlight the unique role that consensus planning can play in achieving progressive outcomes to politically vexing questions in transport planning in Vancouver and elsewhere.",0965-8564,Not found
